	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																		
2/5/2024	CDM	2948	36162321	HC INJ CERVTHOR FOR DIAGTHER W FLUORO GUIDE		IP		62321	    	361	4107	2669.55	410.7	4107	N/A	3121.32	N/A	3121.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3400.6	2624.37	N/A	3203.46	3655.23	N/A	2842.04	4024.86	3778.44	N/A	2176.71	2176.71	2858.47	N/A	N/A
2/5/2024	CDM	2949	36162321	HC INJ CERVTHOR FOR DIAGTHER W FLUORO GUIDE		OP		62321	    	361	4107	2669.55	367.67	4107	491.41	3121.32	862.47	3121.32	540.55	3256.85	506.15	862.47	3256.85	520.89	1040.63	511.07	3400.6	2624.37	1030.53	3203.46	3655.23	375.02	2842.04	4024.86	3778.44	985.06	966.31	1129.05	2829.72	515.98	1026.75
2/5/2024	CDM	2950	36162323	HC INJ LUMSAC FOR DIAGTHERP W FLUORO GUIDE		IP		62323	    	361	3640	2366	364	3640	N/A	2766.4	N/A	2766.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3013.92	2325.96	N/A	2839.2	3239.6	N/A	2518.88	3567.2	3348.8	N/A	1929.2	1929.2	2533.44	N/A	N/A
2/5/2024	CDM	2951	36162323	HC INJ LUMSAC FOR DIAGTHERP W FLUORO GUIDE		OP		62323	    	361	3640	2366	364	3640	491.41	2766.4	764.4	2766.4	540.55	2886.52	506.15	764.4	2886.52	520.89	922.3	511.07	3013.92	2325.96	913.35	2839.2	3239.6	375.02	2518.88	3567.2	3348.8	873.05	966.31	1129.05	2507.96	515.98	910
2/5/2024	CDM	2952	36162328	HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC WITH FLUORO		IP		62328	    	361	2217	1441.05	221.7	2217	N/A	1684.92	N/A	1684.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1835.68	1416.66	N/A	1729.26	1973.13	N/A	1534.16	2172.66	2039.64	N/A	1175.01	1175.01	1543.03	N/A	N/A
2/5/2024	CDM	2953	36162328	HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC WITH FLUORO		OP		62328	    	361	2217	1441.05	221.7	2217	491.41	1684.92	465.57	1684.92	540.55	1758.08	506.15	465.57	1758.08	520.89	561.75	511.07	1835.68	1416.66	556.29	1729.26	1973.13	375.02	1534.16	2172.66	2039.64	531.74	1175.01	1175.01	1527.51	515.98	554.25
2/5/2024	CDM	2954	36164479	HC INJ TF EPI CERVTHOR 1ST LEVFLU		IP		64479	    	361	3216	2090.4	321.6	3216	N/A	2444.16	N/A	2444.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2662.85	2055.02	N/A	2508.48	2862.24	N/A	2225.47	3151.68	2958.72	N/A	1704.48	1704.48	2238.34	N/A	N/A
2/5/2024	CDM	2955	36164479	HC INJ TF EPI CERVTHOR 1ST LEVFLU		OP		64479	    	361	3216	2090.4	321.6	3216	491.41	2444.16	675.36	2444.16	540.55	1317	506.15	675.36	1317	520.89	814.87	511.07	2662.85	2055.02	806.96	2508.48	2862.24	494.29	2225.47	3151.68	2958.72	771.36	966.31	1129.05	2215.82	515.98	804
2/5/2024	CDM	2956	36164480	HC INJ TF EPI CERVTHOR 2ND LEVFLU		IP		64480	    	361	1645	1069.25	164.5	1645	N/A	1250.2	N/A	1250.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1362.06	1051.15	N/A	1283.1	1464.05	N/A	1138.34	1612.1	1513.4	N/A	871.85	871.85	1144.92	N/A	N/A
2/5/2024	CDM	2957	36164480	HC INJ TF EPI CERVTHOR 2ND LEVFLU		OP		64480	    	361	1645	1069.25	164.5	1645	491.41	1250.2	345.45	1250.2	540.55	1317	506.15	345.45	1317	520.89	416.81	511.07	1362.06	1051.15	412.76	1283.1	1464.05	N/A	1138.34	1612.1	1513.4	394.55	966.31	1129.05	1133.4	515.98	411.25
2/5/2024	CDM	2958	36164483	HC NERVE BLOCK LUMSAC 1 LEVFLUORO		IP		64483	    	361	2320	1508	232	2320	N/A	1763.2	N/A	1763.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1920.96	1482.48	N/A	1809.6	2064.8	N/A	1605.44	2273.6	2134.4	N/A	1229.6	1229.6	1614.72	N/A	N/A
2/5/2024	CDM	2959	36164483	HC NERVE BLOCK LUMSAC 1 LEVFLUORO		OP		64483	    	361	2320	1508	232	2320	491.41	1763.2	487.2	1763.2	540.55	1317	506.15	487.2	1317	520.89	587.84	511.07	1920.96	1482.48	582.13	1809.6	2064.8	494.29	1605.44	2273.6	2134.4	556.45	966.31	1129.05	1598.48	515.98	580
2/5/2024	CDM	2960	36164484	HC NERVE BLOCK LUMSAC EA ADDFLUORO		IP		64484	    	361	696	452.4	69.6	696	N/A	528.96	N/A	528.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	576.29	444.74	N/A	542.88	619.44	N/A	481.63	682.08	640.32	N/A	368.88	368.88	484.42	N/A	N/A
2/5/2024	CDM	2961	36164484	HC NERVE BLOCK LUMSAC EA ADDFLUORO		OP		64484	    	361	696	452.4	69.6	1317	491.41	528.96	146.16	528.96	540.55	1317	506.15	146.16	1317	520.89	176.35	511.07	576.29	444.74	174.64	542.88	619.44	N/A	481.63	682.08	640.32	166.94	966.31	1129.05	479.54	515.98	174
2/5/2024	CDM	2962	36164493	HC INJ PV FACET JT WFLUORO 1ST LVL		IP		64493	    	361	3216	2090.4	321.6	3216	N/A	2444.16	N/A	2444.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2662.85	2055.02	N/A	2508.48	2862.24	N/A	2225.47	3151.68	2958.72	N/A	1704.48	1704.48	2238.34	N/A	N/A
2/5/2024	CDM	2963	36164493	HC INJ PV FACET JT WFLUORO 1ST LVL		OP		64493	    	361	3216	2090.4	321.6	3216	491.41	2444.16	675.36	2444.16	540.55	2550.29	506.15	675.36	2550.29	520.89	814.87	511.07	2662.85	2055.02	806.96	2508.48	2862.24	494.29	2225.47	3151.68	2958.72	771.36	966.31	1129.05	2215.82	515.98	804
2/5/2024	CDM	2964	36197597	HC PT SELECT DEBRIDEMENT 1ST 20 SQ CM		IP		97597	    	361	668	434.2	66.8	668	N/A	507.68	N/A	507.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	553.1	426.85	N/A	521.04	594.52	N/A	462.26	654.64	614.56	N/A	354.04	354.04	464.93	N/A	N/A
2/5/2024	CDM	2965	36197597	HC PT SELECT DEBRIDEMENT 1ST 20 SQ CM		OP		97597	    	361	668	434.2	54.14	668	161.84	507.68	140.28	507.68	178.02	529.72	166.7	140.28	529.72	171.55	169.26	168.31	553.1	426.85	167.62	521.04	594.52	108.57	462.26	654.64	614.56	160.22	354.04	354.04	460.25	169.93	167
2/5/2024	CDM	2966	36197598	HC SELECT DEBRIDEMENT ADDL 20 SQ CM		IP		97598	    	361	1820	1183	182	1820	N/A	1383.2	N/A	1383.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1506.96	1162.98	N/A	1419.6	1619.8	N/A	1259.44	1783.6	1674.4	N/A	964.6	964.6	1266.72	N/A	N/A
2/5/2024	CDM	2967	36197598	HC SELECT DEBRIDEMENT ADDL 20 SQ CM		OP		97598	    	361	1820	1183	61.87	1820	486.28	1383.2	382.2	1383.2	534.91	1443.26	500.87	382.2	1443.26	515.46	461.15	505.73	1506.96	1162.98	456.67	1419.6	1619.8	N/A	1259.44	1783.6	1674.4	436.53	964.6	964.6	1253.98	510.59	455
2/5/2024	CDM	2968	37099151	HC MOD SEDATION 5 YRS INITIAL 15 MINUTES		IP		99151	    	370	225	146.25	22.5	225	N/A	171	N/A	171	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	186.3	143.78	N/A	175.5	200.25	N/A	155.7	220.5	207	N/A	119.25	119.25	156.6	N/A	N/A
2/5/2024	CDM	2969	37099151	HC MOD SEDATION 5 YRS INITIAL 15 MINUTES		OP		99151	    	370	225	146.25	22.5	225	174.31	171	47.25	171	191.74	178.42	179.54	47.25	178.42	184.77	57.01	181.28	186.3	143.78	56.46	175.5	200.25	N/A	155.7	220.5	207	53.96	119.25	119.25	155.02	183.03	56.25
2/5/2024	CDM	2970	37099152	HC MOD SEDATION 5 YRS INITIAL 15 MINS		IP		99152	    	370	225	146.25	22.5	225	N/A	171	N/A	171	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	186.3	143.78	N/A	175.5	200.25	N/A	155.7	220.5	207	N/A	119.25	119.25	156.6	N/A	N/A
2/5/2024	CDM	2971	37099152	HC MOD SEDATION 5 YRS INITIAL 15 MINS		OP		99152	    	370	225	146.25	22.5	225	174.31	171	47.25	171	191.74	178.42	179.54	47.25	178.42	184.77	57.01	181.28	186.3	143.78	56.46	175.5	200.25	N/A	155.7	220.5	207	53.96	119.25	119.25	155.02	183.03	56.25
2/5/2024	CDM	2972	37099153	HC MOD SEDATION EACH ADDL 15 MINUTES		IP		99153	    	370	86	55.9	8.6	86	N/A	65.36	N/A	65.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	71.21	54.95	N/A	67.08	76.54	N/A	59.51	84.28	79.12	N/A	45.58	45.58	59.86	N/A	N/A
2/5/2024	CDM	2973	37099153	HC MOD SEDATION EACH ADDL 15 MINUTES		OP		99153	    	370	86	55.9	8.6	191.74	174.31	65.36	18.06	65.36	191.74	68.2	179.54	18.06	68.2	184.77	21.8	181.28	71.21	54.95	21.58	67.08	76.54	N/A	59.51	84.28	79.12	20.62	45.58	45.58	59.25	183.03	21.5
2/5/2024	CDM	2974	39009012	HC CRYOPRECIPITATE EA UNIT		IP		P9012	    	390	154	100.1	15.4	154	N/A	117.04	N/A	117.04	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	127.51	98.41	N/A	120.12	137.06	N/A	106.57	150.92	141.68	N/A	81.62	81.62	107.18	N/A	N/A
2/5/2024	CDM	2975	39009012	HC CRYOPRECIPITATE EA UNIT		OP		P9012	    	390	154	100.1	15.4	327.83	298.03	117.04	32.34	117.04	327.83	122.12	306.97	32.34	122.12	315.91	39.03	309.95	127.51	98.41	38.64	120.12	137.06	34.08	106.57	150.92	141.68	36.94	81.62	81.62	106.11	312.93	38.5
2/5/2024	CDM	2976	39009016	HC RED BLOOD CELLS LEUKOREDUCED		IP		P9016	    	390	713	463.45	71.3	713	N/A	541.88	N/A	541.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	590.36	455.61	N/A	556.14	634.57	N/A	493.4	698.74	655.96	N/A	377.89	377.89	496.25	N/A	N/A
2/5/2024	CDM	2977	39009016	HC RED BLOOD CELLS LEUKOREDUCED		OP		P9016	    	390	713	463.45	71.3	713	181.68	541.88	149.73	541.88	199.85	565.41	187.13	149.73	565.41	192.58	180.66	188.95	590.36	455.61	178.91	556.14	634.57	102.92	493.4	698.74	655.96	171.01	377.89	377.89	491.26	190.76	178.25
2/5/2024	CDM	2978	39009017	HC FFP EA UNIT		IP		P9017	    	390	206	133.9	20.6	206	N/A	156.56	N/A	156.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	170.57	131.63	N/A	160.68	183.34	N/A	142.55	201.88	189.52	N/A	109.18	109.18	143.38	N/A	N/A
2/5/2024	CDM	2979	39009017	HC FFP EA UNIT		OP		P9017	    	390	206	133.9	20.6	206	181.68	156.56	43.26	156.56	199.85	163.36	187.13	43.26	163.36	192.58	52.2	188.95	170.57	131.63	51.69	160.68	183.34	45.51	142.55	201.88	189.52	49.41	109.18	109.18	141.93	190.76	51.5
2/5/2024	CDM	2980	39009035	HC PLATELETS PHERESIS LR		IP		P9035	    	390	1774	1153.1	177.4	1774	N/A	1348.24	N/A	1348.24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1468.87	1133.59	N/A	1383.72	1578.86	N/A	1227.61	1738.52	1632.08	N/A	940.22	940.22	1234.7	N/A	N/A
2/5/2024	CDM	2981	39009035	HC PLATELETS PHERESIS LR		OP		P9035	    	390	1774	1153.1	177.4	1774	298.03	1348.24	372.54	1348.24	327.83	1406.78	306.97	372.54	1406.78	315.91	449.5	309.95	1468.87	1133.59	445.13	1383.72	1578.86	268.83	1227.61	1738.52	1632.08	425.49	940.22	940.22	1222.29	312.93	443.5
2/5/2024	CDM	2982	39009037	HC PLATELETS PHERESIS LR IR		IP		P9037	    	390	1774	1153.1	177.4	1774	N/A	1348.24	N/A	1348.24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1468.87	1133.59	N/A	1383.72	1578.86	N/A	1227.61	1738.52	1632.08	N/A	940.22	940.22	1234.7	N/A	N/A
2/5/2024	CDM	2983	39009037	HC PLATELETS PHERESIS LR IR		OP		P9037	    	390	1774	1153.1	177.4	1774	298.03	1348.24	372.54	1348.24	327.83	1406.78	306.97	372.54	1406.78	315.91	449.5	309.95	1468.87	1133.59	445.13	1383.72	1578.86	382.74	1227.61	1738.52	1632.08	425.49	940.22	940.22	1222.29	312.93	443.5
2/5/2024	CDM	2984	39009039	HC RED BLOOD CELLS DEGLYC UNIT		IP		P9039	    	390	1060	689	106	1060	N/A	805.6	N/A	805.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	877.68	677.34	N/A	826.8	943.4	N/A	733.52	1038.8	975.2	N/A	561.8	561.8	737.76	N/A	N/A
2/5/2024	CDM	2985	39009039	HC RED BLOOD CELLS DEGLYC UNIT		OP		P9039	    	390	1060	689	106	1060	181.68	805.6	222.6	805.6	199.85	840.58	187.13	222.6	840.58	192.58	268.58	188.95	877.68	677.34	265.98	826.8	943.4	177.07	733.52	1038.8	975.2	254.25	561.8	561.8	730.34	190.76	265
2/5/2024	CDM	2986	39009040	HC RED BLOOD CELLS LR IR UNIT		IP		P9040	    	390	851	553.15	85.1	851	N/A	646.76	N/A	646.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	704.63	543.79	N/A	663.78	757.39	N/A	588.89	833.98	782.92	N/A	451.03	451.03	592.3	N/A	N/A
2/5/2024	CDM	2987	39009040	HC RED BLOOD CELLS LR IR UNIT		OP		P9040	    	390	851	553.15	85.1	851	181.68	646.76	178.71	646.76	199.85	674.84	187.13	178.71	674.84	192.58	215.62	188.95	704.63	543.79	213.54	663.78	757.39	143.7	588.89	833.98	782.92	204.11	451.03	451.03	586.34	190.76	212.75
2/5/2024	CDM	2988	39009059	HC PLASMA FROZEN 24 HR		IP		P9059	    	390	206	133.9	20.6	206	N/A	156.56	N/A	156.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	170.57	131.63	N/A	160.68	183.34	N/A	142.55	201.88	189.52	N/A	109.18	109.18	143.38	N/A	N/A
2/5/2024	CDM	2989	39009059	HC PLASMA FROZEN 24 HR		OP		P9059	    	390	206	133.9	20.6	206	181.68	156.56	43.26	156.56	199.85	163.36	187.13	43.26	163.36	192.58	52.2	188.95	170.57	131.63	51.69	160.68	183.34	41.3	142.55	201.88	189.52	49.41	109.18	109.18	141.93	190.76	51.5
2/5/2024	CDM	2990	39009073	HC PLATELETS PHERESIS PATHOGENREDUCED EACH		IP		P9073	    	390	3477	2260.05	347.7	3477	N/A	2642.52	N/A	2642.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2878.96	2221.8	N/A	2712.06	3094.53	N/A	2406.08	3407.46	3198.84	N/A	1842.81	1842.81	2419.99	N/A	N/A
2/5/2024	CDM	2991	39009073	HC PLATELETS PHERESIS PATHOGENREDUCED EACH		OP		P9073	    	390	3477	2260.05	298.03	3477	298.03	2642.52	730.17	2642.52	327.83	2757.26	306.97	730.17	2757.26	315.91	881	309.95	2878.96	2221.8	872.45	2712.06	3094.53	N/A	2406.08	3407.46	3198.84	833.96	1842.81	1842.81	2395.65	312.93	869.25
2/5/2024	CDM	2992	39019059	HC FRESH FROZEN PLASMA CONVALESCENT FOR COVID19		IP		P9059	    	390	0.01	0.01	0.01	0.01	N/A	0.01	N/A	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.01	0.01	N/A	0.01	0.01	N/A	0.01	0.01	0.01	N/A	0.01	0.01	0.01	N/A	N/A
2/5/2024	CDM	2993	39019059	HC FRESH FROZEN PLASMA CONVALESCENT FOR COVID19		OP		P9059	    	390	0.01	0.01	0.01	199.85	181.68	0.01	N/A	0.01	199.85	0.01	187.13	N/A	0.01	192.58	N/A	188.95	0.01	0.01	N/A	0.01	0.01	41.3	0.01	0.01	0.01	N/A	0.01	0.01	0.01	190.76	N/A
2/5/2024	CDM	2994	39019507	HC COVID19 CONVALESCENT PLASMA		IP		C9507	    	390	1639	1065.35	163.9	1639	N/A	1245.64	N/A	1245.64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1357.09	1047.32	N/A	1278.42	1458.71	N/A	1134.19	1606.22	1507.88	N/A	868.67	868.67	1140.74	N/A	N/A
2/5/2024	CDM	2995	39019507	HC COVID19 CONVALESCENT PLASMA		OP		C9507	    	390	1639	1065.35	163.9	1639	181.68	1245.64	344.19	1245.64	199.85	1299.73	187.13	344.19	1299.73	192.58	415.29	188.95	1357.09	1047.32	411.25	1278.42	1458.71	278.96	1134.19	1606.22	1507.88	393.12	868.67	868.67	1129.27	190.76	409.75
2/5/2024	CDM	2996	39136430	HC BLOOD ADMINISTRATION		IP		36430	    	391	1072	696.8	107.2	1072	N/A	814.72	N/A	814.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	887.62	685.01	N/A	836.16	954.08	N/A	741.82	1050.56	986.24	N/A	568.16	568.16	746.11	N/A	N/A
2/5/2024	CDM	2997	39136430	HC BLOOD ADMINISTRATION		OP		36430	    	391	1072	696.8	107.2	1072	394.46	814.72	225.12	814.72	433.91	850.1	406.29	225.12	850.1	418.13	271.62	410.24	887.62	685.01	268.98	836.16	954.08	235.41	741.82	1050.56	986.24	257.12	568.16	568.16	738.61	414.18	268
2/5/2024	CDM	2998	40177061	HC TOMOSYNTHESIS DIAGNOSTIC UNI		IP		77061	    	401	62	40.3	6.2	62	N/A	47.12	N/A	47.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51.34	39.62	N/A	48.36	55.18	N/A	42.9	60.76	57.04	N/A	32.86	32.86	43.15	N/A	N/A
2/5/2024	CDM	2999	40177061	HC TOMOSYNTHESIS DIAGNOSTIC UNI		OP		77061	    	401	62	40.3	6.2	62	45.04	47.12	13.02	47.12	49.54	49.17	46.39	13.02	49.17	47.74	15.71	46.84	51.34	39.62	15.55	48.36	55.18	N/A	42.9	60.76	57.04	14.87	32.86	32.86	42.72	47.29	15.5
2/5/2024	CDM	3000	40177062	HC TOMOSYNTHESIS DIAGNOSTIC BILAT		IP		77062	    	401	62	40.3	6.2	62	N/A	47.12	N/A	47.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51.34	39.62	N/A	48.36	55.18	N/A	42.9	60.76	57.04	N/A	32.86	32.86	43.15	N/A	N/A
2/5/2024	CDM	3001	40177062	HC TOMOSYNTHESIS DIAGNOSTIC BILAT		OP		77062	    	401	62	40.3	6.2	62	45.04	47.12	13.02	47.12	49.54	49.17	46.39	13.02	49.17	47.74	15.71	46.84	51.34	39.62	15.55	48.36	55.18	N/A	42.9	60.76	57.04	14.87	32.86	32.86	42.72	47.29	15.5
2/5/2024	CDM	3002	40177065	HC MAMM DIAGNOSTIC UNILATERAL W CAD		IP		77065	    	401	733	476.45	73.3	733	N/A	557.08	N/A	557.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	606.92	468.39	N/A	571.74	652.37	N/A	507.24	718.34	674.36	N/A	388.49	388.49	510.17	N/A	N/A
2/5/2024	CDM	3003	40177065	HC MAMM DIAGNOSTIC UNILATERAL W CAD		OP		77065	    	401	733	476.45	39.21	733	45.04	557.08	153.93	557.08	49.54	217	46.39	153.93	217	47.74	185.73	46.84	606.92	468.39	183.93	571.74	652.37	44.5	507.24	718.34	674.36	175.81	388.49	388.49	505.04	47.29	183.25
2/5/2024	CDM	3004	40177066	HC MAMM DIAGNOSTIC BILATERAL W CAD		IP		77066	    	401	896	582.4	89.6	896	N/A	680.96	N/A	680.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	741.89	572.54	N/A	698.88	797.44	N/A	620.03	878.08	824.32	N/A	474.88	474.88	623.62	N/A	N/A
2/5/2024	CDM	3005	40177066	HC MAMM DIAGNOSTIC BILATERAL W CAD		OP		77066	    	401	896	582.4	45.04	896	45.04	680.96	188.16	680.96	49.54	217	46.39	188.16	217	47.74	227.03	46.84	741.89	572.54	224.83	698.88	797.44	57.09	620.03	878.08	824.32	214.91	474.88	474.88	617.34	47.29	224
2/5/2024	CDM	3006	40275989	HC US GUID ABSCESS DRAIN		IP		75989	    	402	1291	839.15	129.1	1291	N/A	981.16	N/A	981.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1068.95	824.95	N/A	1006.98	1148.99	N/A	893.37	1265.18	1187.72	N/A	684.23	684.23	898.54	N/A	N/A
2/5/2024	CDM	3007	40275989	HC US GUID ABSCESS DRAIN		OP		75989	    	402	1291	839.15	97.92	1291	97.92	981.16	271.11	981.16	107.71	1023.76	100.86	271.11	1023.76	103.8	327.11	101.84	1068.95	824.95	323.94	1006.98	1148.99	N/A	893.37	1265.18	1187.72	309.65	684.23	684.23	889.5	102.82	322.75
2/5/2024	CDM	3008	40276536	HC US SOFT TISS HEADNECK		IP		76536	    	402	773	502.45	77.3	773	N/A	587.48	N/A	587.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	640.04	493.95	N/A	602.94	687.97	N/A	534.92	757.54	711.16	N/A	409.69	409.69	538.01	N/A	N/A
2/5/2024	CDM	3009	40276536	HC US SOFT TISS HEADNECK		OP		76536	    	402	773	502.45	58.45	773	84.9	587.48	162.33	587.48	93.39	612.99	87.45	162.33	612.99	89.99	195.87	88.3	640.04	493.95	193.96	602.94	687.97	59.62	534.92	757.54	711.16	185.41	409.69	409.69	532.6	89.15	193.25
2/5/2024	CDM	3010	40276604	HC US CHEST		IP		76604	    	402	745	484.25	74.5	745	N/A	566.2	N/A	566.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	616.86	476.06	N/A	581.1	663.05	N/A	515.54	730.1	685.4	N/A	394.85	394.85	518.52	N/A	N/A
2/5/2024	CDM	3011	40276604	HC US CHEST		OP		76604	    	402	745	484.25	58.45	745	84.9	566.2	156.45	566.2	93.39	590.79	87.45	156.45	590.79	89.99	188.77	88.3	616.86	476.06	186.94	581.1	663.05	59.62	515.54	730.1	685.4	178.68	394.85	394.85	513.3	89.15	186.25
2/5/2024	CDM	3012	40276641	HC US BREAST COMPLETE UNILAT		IP		76641	    	402	843	547.95	84.3	843	N/A	640.68	N/A	640.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	698	538.68	N/A	657.54	750.27	N/A	583.36	826.14	775.56	N/A	446.79	446.79	586.73	N/A	N/A
2/5/2024	CDM	3013	40276641	HC US BREAST COMPLETE UNILAT		OP		76641	    	402	843	547.95	58.45	843	84.9	640.68	177.03	640.68	93.39	668.5	87.45	177.03	668.5	89.99	213.6	88.3	698	538.68	211.53	657.54	750.27	59.62	583.36	826.14	775.56	202.19	446.79	446.79	580.83	89.15	210.75
2/5/2024	CDM	3014	40276642	HC US BREAST LIMITED UNILAT		IP		76642	    	402	775	503.75	77.5	775	N/A	589	N/A	589	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	641.7	495.23	N/A	604.5	689.75	N/A	536.3	759.5	713	N/A	410.75	410.75	539.4	N/A	N/A
2/5/2024	CDM	3015	40276642	HC US BREAST LIMITED UNILAT		OP		76642	    	402	775	503.75	48.31	775	84.9	589	162.75	589	93.39	614.58	87.45	162.75	614.58	89.99	196.37	88.3	641.7	495.23	194.46	604.5	689.75	49.28	536.3	759.5	713	185.89	410.75	410.75	533.97	89.15	193.75
2/5/2024	CDM	3016	40276700	HC US ABDOMEN COMPLETE		IP		76700	    	402	1138	739.7	113.8	1138	N/A	864.88	N/A	864.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	942.26	727.18	N/A	887.64	1012.82	N/A	787.5	1115.24	1046.96	N/A	603.14	603.14	792.05	N/A	N/A
2/5/2024	CDM	3017	40276700	HC US ABDOMEN COMPLETE		OP		76700	    	402	1138	739.7	58.45	1138	130.58	864.88	238.98	864.88	143.64	902.43	134.5	238.98	902.43	138.41	288.35	135.8	942.26	727.18	285.55	887.64	1012.82	59.62	787.5	1115.24	1046.96	272.95	603.14	603.14	784.08	137.11	284.5
2/5/2024	CDM	3018	40276705	HC US ABDOMEN LMTD		IP		76705	    	402	1138	739.7	113.8	1138	N/A	864.88	N/A	864.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	942.26	727.18	N/A	887.64	1012.82	N/A	787.5	1115.24	1046.96	N/A	603.14	603.14	792.05	N/A	N/A
2/5/2024	CDM	3019	40276705	HC US ABDOMEN LMTD		OP		76705	    	402	1138	739.7	58.45	1138	84.9	864.88	238.98	864.88	93.39	902.43	87.45	238.98	902.43	89.99	288.35	88.3	942.26	727.18	285.55	887.64	1012.82	59.62	787.5	1115.24	1046.96	272.95	603.14	603.14	784.08	89.15	284.5
2/5/2024	CDM	3020	40276706	HC US ABD AORTA FOR AAA SCREENING		IP		76706	    	402	447	290.55	44.7	447	N/A	339.72	N/A	339.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	370.12	285.63	N/A	348.66	397.83	N/A	309.32	438.06	411.24	N/A	236.91	236.91	311.11	N/A	N/A
2/5/2024	CDM	3021	40276706	HC US ABD AORTA FOR AAA SCREENING		OP		76706	    	402	447	290.55	44.7	447	84.9	339.72	93.87	339.72	93.39	354.47	87.45	93.87	354.47	89.99	113.26	88.3	370.12	285.63	112.16	348.66	397.83	59.62	309.32	438.06	411.24	107.22	236.91	236.91	307.98	89.15	111.75
2/5/2024	CDM	3022	40276770	HC US RETROPERITONEAL COMPLETE		IP		76770	    	402	1138	739.7	113.8	1138	N/A	864.88	N/A	864.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	942.26	727.18	N/A	887.64	1012.82	N/A	787.5	1115.24	1046.96	N/A	603.14	603.14	792.05	N/A	N/A
2/5/2024	CDM	3023	40276770	HC US RETROPERITONEAL COMPLETE		OP		76770	    	402	1138	739.7	58.45	1138	130.58	864.88	238.98	864.88	143.64	902.43	134.5	238.98	902.43	138.41	288.35	135.8	942.26	727.18	285.55	887.64	1012.82	59.62	787.5	1115.24	1046.96	272.95	603.14	603.14	784.08	137.11	284.5
2/5/2024	CDM	3024	40276775	HC US RETROPERITONEAL LMTD		IP		76775	    	402	1138	739.7	113.8	1138	N/A	864.88	N/A	864.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	942.26	727.18	N/A	887.64	1012.82	N/A	787.5	1115.24	1046.96	N/A	603.14	603.14	792.05	N/A	N/A
2/5/2024	CDM	3025	40276775	HC US RETROPERITONEAL LMTD		OP		76775	    	402	1138	739.7	58.45	1138	84.9	864.88	238.98	864.88	93.39	902.43	87.45	238.98	902.43	89.99	288.35	88.3	942.26	727.18	285.55	887.64	1012.82	59.62	787.5	1115.24	1046.96	272.95	603.14	603.14	784.08	89.15	284.5
