	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																			
2/5/2024	DRG	3816	MS-DRG 309	CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC	309	IP					16576.65	10774.82	1657.67	16576.65	N/A	11106.36	3386.51	11106.36	N/A	10559.33	N/A	3386.51	10542.75	N/A	1850.48	N/A	13228.17	6779.85	1832.51	12432.49	13095.55	1796.58	N/A	10774.82	14918.99	12432.49	1751.67	8785.62	8785.62	10045.45	N/A	1799.94
2/5/2024	DRG	3817	MS-DRG 310	CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC	310	IP					4792.95	3115.42	479.3	5234.26	N/A	3211.28	3386.51	3211.28	N/A	3053.11	N/A	3386.51	3048.32	N/A	1850.48	N/A	3824.77	1960.32	1832.51	3594.71	3786.43	1796.58	N/A	3115.42	4313.66	3594.71	1751.67	2540.26	2540.26	2904.53	N/A	1799.94
2/5/2024	DRG	3818	MS-DRG 311	ANGINA PECTORIS	311	IP					23256.37	15116.64	1751.67	23256.37	N/A	15581.77	3386.51	15581.77	N/A	14814.31	N/A	3386.51	14791.05	N/A	1850.48	N/A	18558.58	9511.86	1832.51	17442.28	18372.53	1796.58	N/A	15116.64	20930.73	17442.28	1751.67	12325.88	12325.88	14093.36	N/A	1799.94
2/5/2024	DRG	3819	MS-DRG 312	SYNCOPE AND COLLAPSE	312	IP					18194.95	11826.72	1751.67	18194.95	N/A	12190.62	3386.51	12190.62	N/A	11590.18	N/A	3386.51	11571.99	N/A	1850.48	N/A	14519.57	7441.73	1832.51	13646.21	14374.01	1796.58	N/A	11826.72	16375.45	13646.21	1751.67	9643.32	9643.32	11026.14	N/A	1799.94
2/5/2024	DRG	3820	MS-DRG 313	CHEST PAIN	313	IP					12530.81	8145.03	1253.08	12530.81	N/A	8395.64	3386.51	8395.64	N/A	7982.13	N/A	3386.51	7969.6	N/A	1850.48	N/A	9999.59	5125.1	1832.51	9398.11	9899.34	1796.58	N/A	8145.03	11277.73	9398.11	1751.67	6641.33	6641.33	7593.67	N/A	1799.94
2/5/2024	DRG	3821	MS-DRG 314	OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC	314	IP					195514.55	127084.46	1751.67	195514.55	N/A	130994.75	3386.51	130994.75	N/A	124542.77	N/A	3386.51	124347.25	N/A	1850.48	N/A	156020.61	79965.45	1832.51	146635.91	154456.49	1796.58	N/A	127084.46	175963.1	146635.91	1751.67	103622.71	103622.71	118481.82	N/A	1799.94
2/5/2024	DRG	3822	MS-DRG 315	OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC	315	IP					9036.4	5873.66	903.64	9489.47	N/A	6054.39	3386.51	6054.39	N/A	5756.19	N/A	3386.51	5747.15	N/A	1850.48	N/A	7211.05	3695.89	1832.51	6777.3	7138.76	1796.58	N/A	5873.66	8132.76	6777.3	1751.67	4789.29	4789.29	5476.06	N/A	1799.94
2/5/2024	DRG	3823	MS-DRG 316	OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC	316	IP					25627.04	16657.58	1751.67	25627.04	N/A	17170.12	3386.51	17170.12	N/A	16324.42	N/A	3386.51	16298.8	N/A	1850.48	N/A	20450.38	10481.46	1832.51	19220.28	20245.36	1796.58	N/A	16657.58	23064.34	19220.28	1751.67	13582.33	13582.33	15529.99	N/A	1799.94
2/5/2024	DRG	3824	MS-DRG 319	OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC	319	IP					124093.3	80660.65	1751.67	124093.3	N/A	83142.51	3386.51	83142.51	N/A	79047.43	N/A	3386.51	78923.34	N/A	1850.48	N/A	99026.45	50754.16	1832.51	93069.98	98033.71	1796.58	N/A	80660.65	111683.97	93069.98	1751.67	65769.45	65769.45	75200.54	N/A	1799.94
2/5/2024	DRG	3825	MS-DRG 320	OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC	320	IP					74171.41	48211.42	1751.67	74171.41	N/A	49694.84	3386.51	49694.84	N/A	47247.19	N/A	3386.51	47173.02	N/A	1850.48	N/A	59188.79	30336.11	1832.51	55628.56	58595.41	1796.58	N/A	48211.42	66754.27	55628.56	1751.67	39310.85	39310.85	44947.87	N/A	1799.94
2/5/2024	DRG	3826	MS-DRG 321	KIDNEY & URINARY TRACT INFECTIONS AGE >17 W/O CC	321	IP					39010.92	25357.1	1751.67	39010.92	N/A	26137.32	3386.51	26137.32	N/A	24849.96	N/A	3386.51	24810.95	N/A	1850.48	N/A	31130.71	15955.47	1832.51	29258.19	30818.63	1796.58	N/A	25357.1	35109.83	29258.19	1751.67	20675.79	20675.79	23640.62	N/A	1799.94
2/5/2024	DRG	3827	MS-DRG 322	KIDNEY & URINARY TRACT INFECTIONS AGE 0-17	322	IP					17584.43	11429.88	1751.67	18298.96	N/A	11781.57	3386.51	11781.57	N/A	11201.28	N/A	3386.51	11183.7	N/A	1850.48	N/A	14032.38	7192.03	1832.51	13188.32	13891.7	1796.58	N/A	11429.88	15825.99	13188.32	1751.67	9319.75	9319.75	10656.16	N/A	1799.94
2/5/2024	DRG	3828	MS-DRG 323	"URINARY STONES W CC, &/OR ESW LITHOTRIPSY"	323	IP					53161.41	34554.92	1751.67	53161.41	N/A	35618.14	3386.51	35618.14	N/A	33863.82	N/A	3386.51	33810.66	N/A	1850.48	N/A	42422.81	21743.02	1832.51	39871.06	41997.51	1796.58	N/A	34554.92	47845.27	39871.06	1751.67	28175.55	28175.55	32215.81	N/A	1799.94
2/5/2024	DRG	3829	MS-DRG 324	URINARY STONES W/O CC	324	IP					21060.87	13689.57	1751.67	30083.33	N/A	14110.78	3386.51	14110.78	N/A	13415.77	N/A	3386.51	13394.71	N/A	1850.48	N/A	16806.57	8613.9	1832.51	15795.65	16638.09	1796.58	N/A	13689.57	18954.78	15795.65	1751.67	11162.26	11162.26	12762.89	N/A	1799.94
2/5/2024	DRG	3830	MS-DRG 326	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC"	326	IP					381082.36	247703.53	1751.67	381082.36	N/A	255325.18	3386.51	255325.18	N/A	242749.46	N/A	3386.51	242368.38	N/A	1850.48	N/A	304103.72	155862.69	1832.51	285811.77	301055.06	1796.58	N/A	247703.53	342974.12	285811.77	1751.67	201973.65	201973.65	230935.91	N/A	1799.94
2/5/2024	DRG	3831	MS-DRG 327	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC"	327	IP					215405.31	140013.45	1751.67	215405.31	N/A	144321.56	3386.51	144321.56	N/A	137213.18	N/A	3386.51	136997.78	N/A	1850.48	N/A	171893.44	88100.77	1832.51	161553.98	170170.19	1796.58	N/A	140013.45	193864.78	161553.98	1751.67	114164.81	114164.81	130535.62	N/A	1799.94
2/5/2024	DRG	3832	MS-DRG 328	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC"	328	IP					31579.22	20526.49	1751.67	31579.22	N/A	21158.08	3386.51	21158.08	N/A	20115.96	N/A	3386.51	20084.38	N/A	1850.48	N/A	25200.22	12915.9	1832.51	23684.41	24947.58	1796.58	N/A	20526.49	28421.3	23684.41	1751.67	16736.99	16736.99	19137.01	N/A	1799.94
2/5/2024	DRG	3833	MS-DRG 329	MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC	329	IP					162067.99	105344.19	1751.67	162067.99	N/A	108585.55	3386.51	108585.55	N/A	103237.31	N/A	3386.51	103075.24	N/A	1850.48	N/A	129330.26	66285.81	1832.51	121550.99	128033.71	1796.58	N/A	105344.19	145861.19	121550.99	1751.67	85896.03	85896.03	98213.2	N/A	1799.94
2/5/2024	DRG	3834	MS-DRG 330	MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC	330	IP					71058.74	46188.18	1751.67	71058.74	N/A	47609.36	3386.51	47609.36	N/A	45264.42	N/A	3386.51	45193.36	N/A	1850.48	N/A	56704.87	29063.02	1832.51	53294.06	56136.4	1796.58	N/A	46188.18	63952.87	53294.06	1751.67	37661.13	37661.13	43061.6	N/A	1799.94
2/5/2024	DRG	3835	MS-DRG 331	MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC	331	IP					49813.41	32378.72	1751.67	49813.41	N/A	33374.98	3386.51	33374.98	N/A	31731.14	N/A	3386.51	31681.33	N/A	1850.48	N/A	39751.1	20373.68	1832.51	37360.06	39352.59	1796.58	N/A	32378.72	44832.07	37360.06	1751.67	26401.11	26401.11	30186.93	N/A	1799.94
2/5/2024	DRG	3836	MS-DRG 332	RECTAL RESECTION WITH MCC	332	IP					98833.25	64241.61	1751.67	98833.25	N/A	66218.28	3386.51	66218.28	N/A	62956.78	N/A	3386.51	62857.95	N/A	1850.48	N/A	78868.93	40422.8	1832.51	74124.94	78078.27	1796.58	N/A	64241.61	88949.93	74124.94	1751.67	52381.62	52381.62	59892.95	N/A	1799.94
2/5/2024	DRG	3837	MS-DRG 333	RECTAL RESECTION WITH CC	333	IP					216636.1	140813.47	1751.67	216636.1	N/A	145146.19	3386.51	145146.19	N/A	137997.2	N/A	3386.51	137780.56	N/A	1850.48	N/A	172875.61	88604.16	1832.51	162477.08	171142.52	1796.58	N/A	140813.46	194972.49	162477.08	1751.67	114817.13	114817.13	131281.48	N/A	1799.94
2/5/2024	DRG	3838	MS-DRG 334	RECTAL RESECTION WITHOUT CC/MCC	334	IP					25943.58	16863.33	1751.67	25943.58	N/A	17382.2	3386.51	17382.2	N/A	16526.06	N/A	3386.51	16500.12	N/A	1850.48	N/A	20702.98	10610.92	1832.51	19457.69	20495.43	1796.58	N/A	16863.33	23349.22	19457.69	1751.67	13750.1	13750.1	15721.81	N/A	1799.94
2/5/2024	DRG	3839	MS-DRG 335	PERITONEAL ADHESIOLYSIS WITH MCC	335	IP					91601.21	59540.79	1751.67	91601.21	N/A	61372.81	3386.51	61372.81	N/A	58349.97	N/A	3386.51	58258.37	N/A	1850.48	N/A	73097.77	37464.89	1832.51	68700.91	72364.96	1796.58	N/A	59540.79	82441.09	68700.91	1751.67	48548.64	48548.64	55510.33	N/A	1799.94
2/5/2024	DRG	3840	MS-DRG 336	PERITONEAL ADHESIOLYSIS WITH CC	336	IP					87233.66	56701.88	1751.67	87233.66	N/A	58446.55	3386.51	58446.55	N/A	55567.84	N/A	3386.51	55480.61	N/A	1850.48	N/A	69612.46	35678.57	1832.51	65425.25	68914.59	1796.58	N/A	56701.88	78510.29	65425.25	1751.67	46233.84	46233.84	52863.6	N/A	1799.94
2/5/2024	DRG	3841	MS-DRG 337	PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC	337	IP					28868.58	18764.58	1751.67	28868.58	N/A	19341.95	3386.51	19341.95	N/A	18389.29	N/A	3386.51	18360.42	N/A	1850.48	N/A	23037.13	11807.25	1832.51	21651.43	22806.18	1796.58	N/A	18764.58	25981.72	21651.43	1751.67	15300.35	15300.35	17494.36	N/A	1799.94
2/5/2024	DRG	3842	MS-DRG 338	APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC	338	IP					65561.97	42615.28	1751.67	65561.97	N/A	43926.52	3386.51	43926.52	N/A	41762.97	N/A	3386.51	41697.41	N/A	1850.48	N/A	52318.45	26814.85	1832.51	49171.48	51793.96	1796.58	N/A	42615.28	59005.77	49171.48	1751.67	34747.84	34747.84	39730.55	N/A	1799.94
2/5/2024	DRG	3843	MS-DRG 339	APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC	339	IP					90229.98	58649.49	1751.67	90229.98	N/A	60454.09	3386.51	60454.09	N/A	57476.5	N/A	3386.51	57386.27	N/A	1850.48	N/A	72003.52	36904.06	1832.51	67672.49	71281.68	1796.58	N/A	58649.49	81206.98	67672.49	1751.67	47821.89	47821.89	54679.37	N/A	1799.94
2/5/2024	DRG	3844	MS-DRG 340	APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC	340	IP					27249.77	17712.35	1751.67	27249.77	N/A	18257.35	3386.51	18257.35	N/A	17358.1	N/A	3386.51	17330.85	N/A	1850.48	N/A	21745.32	11145.16	1832.51	20437.33	21527.32	1796.58	N/A	17712.35	24524.79	20437.33	1751.67	14442.38	14442.38	16513.36	N/A	1799.94
2/5/2024	DRG	3845	MS-DRG 341	APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC	341	IP					25517.51	16586.38	1751.67	25517.51	N/A	17096.73	3386.51	17096.73	N/A	16254.65	N/A	3386.51	16229.14	N/A	1850.48	N/A	20362.97	10436.66	1832.51	19138.13	20158.83	1796.58	N/A	16586.38	22965.76	19138.13	1751.67	13524.28	13524.28	15463.61	N/A	1799.94
2/5/2024	DRG	3846	MS-DRG 342	APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC	342	IP					20155.6	13101.14	1751.67	20155.6	N/A	13504.25	3386.51	13504.25	N/A	12839.12	N/A	3386.51	12818.96	N/A	1850.48	N/A	16084.17	8243.64	1832.51	15116.7	15922.92	1796.58	N/A	13101.14	18140.04	15116.7	1751.67	10682.47	10682.47	12214.29	N/A	1799.94
2/5/2024	DRG	3847	MS-DRG 343	APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC	343	IP					27192.06	17674.84	1751.67	27192.06	N/A	18218.68	3386.51	18218.68	N/A	17321.34	N/A	3386.51	17294.15	N/A	1850.48	N/A	21699.26	11121.55	1832.51	20394.04	21481.73	1796.58	N/A	17674.84	24472.85	20394.04	1751.67	14411.79	14411.79	16478.39	N/A	1799.94
2/5/2024	DRG	3848	MS-DRG 344	MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC	344	IP					87865.51	57112.58	1751.67	87865.51	N/A	58869.89	3386.51	58869.89	N/A	55970.33	N/A	3386.51	55882.46	N/A	1850.48	N/A	70116.68	35936.99	1832.51	65899.13	69413.75	1796.58	N/A	57112.58	79078.96	65899.13	1751.67	46568.72	46568.72	53246.5	N/A	1799.94
2/5/2024	DRG	3849	MS-DRG 345	MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC	345	IP					59524.56	38690.96	1751.67	59524.56	N/A	39881.46	3386.51	39881.46	N/A	37917.14	N/A	3386.51	37857.62	N/A	1850.48	N/A	47500.6	24345.55	1832.51	44643.42	47024.4	1796.58	N/A	38690.96	53572.1	44643.42	1751.67	31548.02	31548.02	36071.88	N/A	1799.94
2/5/2024	DRG	3850	MS-DRG 346	MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC	346	IP					63351.65	41178.57	1751.67	63351.65	N/A	42445.61	3386.51	42445.61	N/A	40355	N/A	3386.51	40291.65	N/A	1850.48	N/A	50554.62	25910.82	1832.51	47513.74	50047.8	1796.58	N/A	41178.57	57016.49	47513.74	1751.67	33576.37	33576.37	38391.1	N/A	1799.94
2/5/2024	DRG	3851	MS-DRG 347	ANAL AND STOMAL PROCEDURES WITH MCC	347	IP					294993.23	191745.6	1751.67	294993.23	N/A	197645.46	3386.51	197645.46	N/A	187910.69	N/A	3386.51	187615.69	N/A	1850.48	N/A	235404.6	120652.23	1832.51	221244.92	233044.65	1796.58	N/A	191745.6	265493.91	221244.92	1751.67	156346.41	156346.41	178765.9	N/A	1799.94
2/5/2024	DRG	3852	MS-DRG 348	ANAL AND STOMAL PROCEDURES WITH CC	348	IP					4397.9	2858.64	439.79	12927.43	N/A	2946.59	3386.51	2946.59	N/A	2801.46	N/A	3386.51	2797.06	N/A	1850.48	N/A	3509.52	1798.74	1832.51	3298.42	3474.34	1796.58	N/A	2858.63	3958.11	3298.42	1751.67	2330.89	2330.89	2665.13	N/A	1799.94
2/5/2024	DRG	3853	MS-DRG 349	ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC	349	IP					24450.29	15892.69	1751.67	24450.29	N/A	16381.69	3386.51	16381.69	N/A	15574.83	N/A	3386.51	15550.38	N/A	1850.48	N/A	19511.33	10000.17	1832.51	18337.72	19315.73	1796.58	N/A	15892.69	22005.26	18337.72	1751.67	12958.65	12958.65	14816.88	N/A	1799.94
2/5/2024	DRG	3854	MS-DRG 350	INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC	350	IP					18403.82	11962.48	1751.67	24232.31	N/A	12330.56	3386.51	12330.56	N/A	11723.23	N/A	3386.51	11704.83	N/A	1850.48	N/A	14686.25	7527.16	1832.51	13802.87	14539.02	1796.58	N/A	11962.48	16563.44	13802.87	1751.67	9754.02	9754.02	11152.71	N/A	1799.94
2/5/2024	DRG	3855	MS-DRG 351	INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC	351	IP					55245.34	35909.47	1751.67	55245.34	N/A	37014.38	3386.51	37014.38	N/A	35191.28	N/A	3386.51	35136.04	N/A	1850.48	N/A	44085.78	22595.34	1832.51	41434.01	43643.82	1796.58	N/A	35909.47	49720.81	41434.01	1751.67	29280.03	29280.03	33478.68	N/A	1799.94
2/5/2024	DRG	3856	MS-DRG 352	INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC	352	IP					24699.99	16054.99	1751.67	24699.99	N/A	16548.99	3386.51	16548.99	N/A	15733.89	N/A	3386.51	15709.19	N/A	1850.48	N/A	19710.59	10102.3	1832.51	18524.99	19512.99	1796.58	N/A	16054.99	22229.99	18524.99	1751.67	13090.99	13090.99	14968.19	N/A	1799.94
2/5/2024	DRG	3857	MS-DRG 353	HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC	353	IP					67045.62	43579.65	1751.67	67045.62	N/A	44920.57	3386.51	44920.57	N/A	42708.06	N/A	3386.51	42641.01	N/A	1850.48	N/A	53502.4	27421.66	1832.51	50284.21	52966.04	1796.58	N/A	43579.65	60341.06	50284.21	1751.67	35534.18	35534.18	40629.65	N/A	1799.94
2/5/2024	DRG	3858	MS-DRG 354	HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC	354	IP					30591.67	19884.59	1751.67	30591.67	N/A	20496.42	3386.51	20496.42	N/A	19486.89	N/A	3386.51	19456.3	N/A	1850.48	N/A	24412.15	12511.99	1832.51	22943.75	24167.42	1796.58	N/A	19884.59	27532.5	22943.75	1751.67	16213.59	16213.59	18538.55	N/A	1799.94
2/5/2024	DRG	3859	MS-DRG 355	HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC	355	IP					48102.13	31266.38	1751.67	48102.13	N/A	32228.43	3386.51	32228.43	N/A	30641.06	N/A	3386.51	30592.95	N/A	1850.48	N/A	38385.5	19673.77	1832.51	36076.6	38000.68	1796.58	N/A	31266.38	43291.92	36076.6	1751.67	25494.13	25494.13	29149.89	N/A	1799.94
2/5/2024	DRG	3860	MS-DRG 356	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC	356	IP					330339.55	214720.71	1751.67	330339.55	N/A	221327.5	3386.51	221327.5	N/A	210426.29	N/A	3386.51	210095.95	N/A	1850.48	N/A	263610.96	135108.88	1832.51	247754.66	260968.24	1796.58	N/A	214720.71	297305.6	247754.66	1751.67	175079.96	175079.96	200185.77	N/A	1799.94
2/5/2024	DRG	3861	MS-DRG 357	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC	357	IP					102592.92	66685.4	1751.67	102592.92	N/A	68737.26	3386.51	68737.26	N/A	65351.69	N/A	3386.51	65249.1	N/A	1850.48	N/A	81869.15	41960.5	1832.51	76944.69	81048.41	1796.58	N/A	66685.4	92333.63	76944.69	1751.67	54374.25	54374.25	62171.31	N/A	1799.94
2/5/2024	DRG	3862	MS-DRG 358	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC	358	IP					58367.19	37938.67	1751.67	58367.19	N/A	39106.02	3386.51	39106.02	N/A	37179.9	N/A	3386.51	37121.53	N/A	1850.48	N/A	46577.02	23872.18	1832.51	43775.39	46110.08	1796.58	N/A	37938.67	52530.47	43775.39	1751.67	30934.61	30934.61	35370.52	N/A	1799.94
2/5/2024	DRG	3863	MS-DRG 359	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC	359	IP					52440.04	34086.03	1751.67	52440.04	N/A	35134.83	3386.51	35134.83	N/A	33404.31	N/A	3386.51	33351.87	N/A	1850.48	N/A	41847.15	21447.98	1832.51	39330.03	41427.63	1796.58	N/A	34086.03	47196.04	39330.03	1751.67	27793.22	27793.22	31778.66	N/A	1799.94
2/5/2024	DRG	3864	MS-DRG 360	"VAGINA, CERVIX & VULVA PROCEDURES"	360	IP					99949.81	64967.38	1751.67	99949.81	N/A	66966.37	3386.51	66966.37	N/A	63668.03	N/A	3386.51	63568.08	N/A	1850.48	N/A	79759.95	40879.47	1832.51	74962.36	78960.35	1796.58	N/A	64967.38	89954.83	74962.36	1751.67	52973.4	52973.4	60569.58	N/A	1799.94
2/5/2024	DRG	3865	MS-DRG 366	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC"	366	IP					12008.85	7805.75	1200.88	12008.85	N/A	8045.93	3386.51	8045.93	N/A	7649.64	N/A	3386.51	7637.63	N/A	1850.48	N/A	9583.06	4911.62	1832.51	9006.64	9486.99	1796.58	N/A	7805.75	10807.97	9006.64	1751.67	6364.69	6364.69	7277.36	N/A	1799.94
2/5/2024	DRG	3866	MS-DRG 368	MAJOR ESOPHAGEAL DISORDERS WITH MCC	368	IP					39681.81	25793.18	1751.67	39681.81	N/A	26586.81	3386.51	26586.81	N/A	25277.31	N/A	3386.51	25237.63	N/A	1850.48	N/A	31666.08	16229.86	1832.51	29761.36	31348.63	1796.58	N/A	25793.18	35713.63	29761.36	1751.67	21031.36	21031.36	24047.18	N/A	1799.94
2/5/2024	DRG	3867	MS-DRG 369	MAJOR ESOPHAGEAL DISORDERS WITH CC	369	IP					38078.85	24751.25	1751.67	38078.85	N/A	25512.83	3386.51	25512.83	N/A	24256.23	N/A	3386.51	24218.15	N/A	1850.48	N/A	30386.92	15574.25	1832.51	28559.14	30082.29	1796.58	N/A	24751.25	34270.96	28559.14	1751.67	20181.79	20181.79	23075.78	N/A	1799.94
2/5/2024	DRG	3868	MS-DRG 370	MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC	370	IP					23048.45	14981.49	1751.67	23048.45	N/A	15442.46	3386.51	15442.46	N/A	14681.86	N/A	3386.51	14658.81	N/A	1850.48	N/A	18392.66	9426.82	1832.51	17286.34	18208.28	1796.58	N/A	14981.49	20743.6	17286.34	1751.67	12215.68	12215.68	13967.36	N/A	1799.94
2/5/2024	DRG	3869	MS-DRG 371	MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC	371	IP					27555.51	17911.08	1751.67	27555.51	N/A	18462.19	3386.51	18462.19	N/A	17552.86	N/A	3386.51	17525.3	N/A	1850.48	N/A	21989.3	11270.2	1832.51	20666.63	21768.85	1796.58	N/A	17911.08	24799.96	20666.63	1751.67	14604.42	14604.42	16698.64	N/A	1799.94
2/5/2024	DRG	3870	MS-DRG 372	MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC	372	IP					20047.91	13031.14	1751.67	20047.91	N/A	13432.1	3386.51	13432.1	N/A	12770.52	N/A	3386.51	12750.47	N/A	1850.48	N/A	15998.23	8199.6	1832.51	15035.93	15837.85	1796.58	N/A	13031.14	18043.12	15035.93	1751.67	10625.39	10625.39	12149.03	N/A	1799.94
2/5/2024	DRG	3871	MS-DRG 373	MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC	373	IP					9254.8	6015.62	925.48	9254.8	N/A	6200.72	3386.51	6200.72	N/A	5895.31	N/A	3386.51	5886.05	N/A	1850.48	N/A	7385.33	3785.21	1832.51	6941.1	7311.29	1796.58	N/A	6015.62	8329.32	6941.1	1751.67	4905.04	4905.04	5608.41	N/A	1799.94
2/5/2024	DRG	3872	MS-DRG 374	DIGESTIVE MALIGNANCY WITH MCC	374	IP					8564.8	5567.12	856.48	21134.94	N/A	5738.42	3386.51	5738.42	N/A	5455.78	N/A	3386.51	5447.21	N/A	1850.48	N/A	6834.71	3503	1832.51	6423.6	6766.19	1796.58	N/A	5567.12	7708.32	6423.6	1751.67	4539.34	4539.34	5190.27	N/A	1799.94
2/5/2024	DRG	3873	MS-DRG 375	DIGESTIVE MALIGNANCY WITH CC	375	IP					18009.91	11706.44	1751.67	18009.91	N/A	12066.64	3386.51	12066.64	N/A	11472.31	N/A	3386.51	11454.3	N/A	1850.48	N/A	14371.91	7366.05	1832.51	13507.43	14227.83	1796.58	N/A	11706.44	16208.92	13507.43	1751.67	9545.25	9545.25	10914.01	N/A	1799.94
2/5/2024	DRG	3874	MS-DRG 376	DIGESTIVE MALIGNANCY WITHOUT CC/MCC	376	IP					28696.77	18652.9	1751.67	28696.77	N/A	19226.84	3386.51	19226.84	N/A	18279.84	N/A	3386.51	18251.15	N/A	1850.48	N/A	22900.02	11736.98	1832.51	21522.58	22670.45	1796.58	N/A	18652.9	25827.09	21522.58	1751.67	15209.29	15209.29	17390.24	N/A	1799.94
2/5/2024	DRG	3875	MS-DRG 377	GASTROINTESTINAL HEMORRHAGE WITH MCC	377	IP					27397.14	17808.14	1751.67	27397.14	N/A	18356.08	3386.51	18356.08	N/A	17451.98	N/A	3386.51	17424.58	N/A	1850.48	N/A	21862.92	11205.43	1832.51	20547.85	21643.74	1796.58	N/A	17808.14	24657.43	20547.85	1751.67	14520.48	14520.48	16602.67	N/A	1799.94
2/5/2024	DRG	3876	MS-DRG 378	GASTROINTESTINAL HEMORRHAGE WITH CC	378	IP					15963.42	10376.22	1596.34	15963.42	N/A	10695.49	3386.51	10695.49	N/A	10168.7	N/A	3386.51	10152.74	N/A	1850.48	N/A	12738.81	6529.04	1832.51	11972.57	12611.1	1796.58	N/A	10376.22	14367.08	11972.57	1751.67	8460.61	8460.61	9673.83	N/A	1799.94
2/5/2024	DRG	3877	MS-DRG 379	GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC	379	IP					24961.51	16224.98	1751.67	24961.51	N/A	16724.21	3386.51	16724.21	N/A	15900.48	N/A	3386.51	15875.52	N/A	1850.48	N/A	19919.28	10209.26	1832.51	18721.13	19719.59	1796.58	N/A	16224.98	22465.36	18721.13	1751.67	13229.6	13229.6	15126.68	N/A	1799.94
2/5/2024	DRG	3878	MS-DRG 380	COMPLICATED PEPTIC ULCER WITH MCC	380	IP					20647.45	13420.84	1751.67	20647.45	N/A	13833.79	3386.51	13833.79	N/A	13152.43	N/A	3386.51	13131.78	N/A	1850.48	N/A	16476.67	8444.81	1832.51	15485.59	16311.49	1796.58	N/A	13420.84	18582.71	15485.59	1751.67	10943.15	10943.15	12512.35	N/A	1799.94
2/5/2024	DRG	3879	MS-DRG 381	COMPLICATED PEPTIC ULCER WITH CC	381	IP					24357.36	15832.28	1751.67	24357.36	N/A	16319.43	3386.51	16319.43	N/A	15515.64	N/A	3386.51	15491.28	N/A	1850.48	N/A	19437.17	9962.16	1832.51	18268.02	19242.31	1796.58	N/A	15832.28	21921.62	18268.02	1751.67	12909.4	12909.4	14760.56	N/A	1799.94
