	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																													
2/15/2024	CDM	5653	47192650	HC AEP SCR AUD POTENTIAL WSTIMULI AUTO ANALYSIS		IP		92650	    	471	1722	1119.3	172.2	1722	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	861	N/A	N/A	N/A	738.74	852.39	N/A	N/A	N/A	826.56	N/A	N/A	1291.5	895.44	N/A	N/A	N/A	N/A	1377.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5654	47192650	HC AEP SCR AUD POTENTIAL WSTIMULI AUTO ANALYSIS		OP		92650	    	471	1722	1119.3	25.18	1722	N/A	1722	1331.11	413.28	1415.48	N/A	1415.48	1722	N/A	1722	N/A	N/A	N/A	861	1722	N/A	1722	724.96	792.12	1205.4	N/A	1205.4	826.56	N/A	604.42	1291.5	895.44	N/A	413.28	413.28	1084.86	1377.6	N/A	25.18	719.8	1722	N/A	N/A
2/15/2024	CDM	5655	47192651	HC AEP HEARING STATUS DETER BROADBAND STIMULI		IP		92651	    	471	1722	1119.3	172.2	1722	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	861	N/A	N/A	N/A	738.74	852.39	N/A	N/A	N/A	826.56	N/A	N/A	1291.5	895.44	N/A	N/A	N/A	N/A	1377.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5656	47192651	HC AEP HEARING STATUS DETER BROADBAND STIMULI		OP		92651	    	471	1722	1119.3	166.88	1722	180.23	1722	1331.11	280.27	1415.48	288.64	1415.48	1722	846.66	1722	280.27	846.66	280.27	861	1722	288.64	1722	724.96	792.12	1205.4	290.53	1205.4	826.56	170.22	797.36	1291.5	895.44	273.26	413.28	413.28	1084.86	1377.6	280.27	272.93	719.8	1722	166.88	284.83
2/15/2024	CDM	5657	47192652	HC AEP THRESHOLD EST MULT FREQ I  R		IP		92652	    	471	1982	1288.3	198.2	1982	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	991	N/A	N/A	N/A	850.28	981.09	N/A	N/A	N/A	951.36	N/A	N/A	1486.5	1030.64	N/A	N/A	N/A	N/A	1585.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5658	47192652	HC AEP THRESHOLD EST MULT FREQ I  R		OP		92652	    	471	1982	1288.3	166.88	1982	180.23	1982	1532.09	280.27	1629.2	288.64	1629.2	1982	846.66	1982	280.27	846.66	280.27	991	1982	288.64	1982	834.42	911.72	1387.4	290.53	1387.4	951.36	170.22	797.36	1486.5	1030.64	273.26	475.68	475.68	1248.66	1585.6	280.27	272.93	828.48	1982	166.88	284.83
2/15/2024	CDM	5659	47192653	HC AEP NEURODIAGNOSTIC INTERPRETATION AND REPORT		IP		92653	    	471	1982	1288.3	198.2	1982	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	991	N/A	N/A	N/A	850.28	981.09	N/A	N/A	N/A	951.36	N/A	N/A	1486.5	1030.64	N/A	N/A	N/A	N/A	1585.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5660	47192653	HC AEP NEURODIAGNOSTIC INTERPRETATION AND REPORT		OP		92653	    	471	1982	1288.3	166.88	1982	180.23	1982	1532.09	280.27	1629.2	288.64	1629.2	1982	846.66	1982	280.27	846.66	280.27	991	1982	288.64	1982	834.42	911.72	1387.4	290.53	1387.4	951.36	170.22	797.36	1486.5	1030.64	273.26	475.68	475.68	1248.66	1585.6	280.27	272.93	828.48	1982	166.88	284.83
2/15/2024	CDM	5661	48019767	HC REVASC LITHOTRIPSTENTATHER		IP		C9767	    	480	36416	23670.4	3641.6	36416	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	18208	N/A	N/A	N/A	15622.46	18025.92	N/A	N/A	N/A	17479.68	N/A	N/A	27312	18936.32	N/A	N/A	N/A	N/A	29132.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5662	48019767	HC REVASC LITHOTRIPSTENTATHER		OP		C9767	    	480	36416	23670.4	3641.6	63852.65	10068.49	36416	8554.5	15626.77	9016.5	16094.59	8746.5	36416	47298.68	36416	15626.77	47298.68	15626.77	18208	36416	16094.59	36416	15331.14	16751.36	25491.2	16230.63	25491.2	17479.68	9509.13	48906.54	27312	18936.32	15236.1	8739.84	8739.84	22942.08	29132.8	15626.77	36416	15221.89	36416	9322.68	15912.38
2/15/2024	CDM	5663	48093582	HC PERQ TRANSCATH CLOSURE PDA		IP		93582	    	480	45516	29585.4	4551.6	45516	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	22758	N/A	N/A	N/A	19526.36	22530.42	N/A	N/A	N/A	21847.68	N/A	N/A	34137	23668.32	N/A	N/A	N/A	N/A	36412.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5664	48093582	HC PERQ TRANSCATH CLOSURE PDA		OP		93582	    	480	45516	29585.4	4551.6	63852.65	10068.49	45516	10602	15626.77	11178	16094.59	10836	45516	47298.68	45516	15626.77	47298.68	15626.77	22758	45516	16094.59	45516	19162.24	20937.36	31861.2	16230.63	31861.2	21847.68	9509.13	48906.54	34137	23668.32	15236.1	10923.84	10923.84	28675.08	36412.8	15626.77	45516	19025.69	45516	9322.68	15912.38
2/15/2024	CDM	5665	48093668	HC PAD REHAB PER SESSION		IP		93668	    	480	175	113.75	17.5	175	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	87.5	N/A	N/A	N/A	75.08	86.63	N/A	N/A	N/A	84	N/A	N/A	131.25	91	N/A	N/A	N/A	N/A	140	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5666	48093668	HC PAD REHAB PER SESSION		OP		93668	    	480	175	113.75	17.5	222.72	35.12	175	135.28	54.62	143.85	56.26	143.85	175	164.98	175	54.62	164.98	54.62	87.5	175	56.26	175	73.68	80.5	122.5	56.62	122.5	84	33.17	163.65	131.25	91	53.25	42	42	110.25	140	54.62	53.19	73.15	175	32.52	55.51
2/15/2024	CDM	5667	48100001	HC SURG PRE OP CARDIOVERSION ELEC		IP		92960	    	481	3114	2024.1	311.4	3114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1557	N/A	N/A	N/A	1335.91	1541.43	N/A	N/A	N/A	1494.72	N/A	N/A	2335.5	1619.28	N/A	N/A	N/A	N/A	2491.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5668	48100001	HC SURG PRE OP CARDIOVERSION ELEC		OP		92960	    	481	3114	2024.1	311.4	3114	373.7	3114	2407.12	581.15	2559.71	598.52	2559.71	3114	1755.51	3114	581.15	1755.51	581.15	1557	3114	598.52	3114	1310.99	1432.44	2179.8	602.41	2179.8	1494.72	352.94	1674.5	2335.5	1619.28	566.62	747.36	747.36	1961.82	2491.2	581.15	565.91	1248.71	3114	346.02	590.6
2/15/2024	CDM	5669	48100002	HC SURG POST ANES CARDIOVERSION ELEC		IP		92960	    	481	3114	2024.1	311.4	3114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1557	N/A	N/A	N/A	1335.91	1541.43	N/A	N/A	N/A	1494.72	N/A	N/A	2335.5	1619.28	N/A	N/A	N/A	N/A	2491.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5670	48100002	HC SURG POST ANES CARDIOVERSION ELEC		OP		92960	    	481	3114	2024.1	311.4	3114	373.7	3114	2407.12	581.15	2559.71	598.52	2559.71	3114	1755.51	3114	581.15	1755.51	581.15	1557	3114	598.52	3114	1310.99	1432.44	2179.8	602.41	2179.8	1494.72	352.94	1674.5	2335.5	1619.28	566.62	747.36	747.36	1961.82	2491.2	581.15	565.91	1248.71	3114	346.02	590.6
2/15/2024	CDM	5671	48100003	HC ANGIO CEREBRL INT CAR BI ALLINC		IP		36224	    	481	20744	13483.6	2074.4	20744	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	10372	N/A	N/A	N/A	8899.18	10268.28	N/A	N/A	N/A	9957.12	N/A	N/A	15558	10786.88	N/A	N/A	N/A	N/A	16595.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5672	48100003	HC ANGIO CEREBRL INT CAR BI ALLINC		OP		36224	    	481	20744	13483.6	2074.4	20744	3155.37	20744	5745	4907	6054	5053.61	5832	20744	14822.98	20744	4907	14822.98	4907	10372	20744	5053.61	20744	8733.22	6735	14520.8	5086.53	14520.8	9957.12	2980.07	14633.46	15558	10786.88	4784.32	4978.56	4978.56	13068.72	16595.2	4907	4778.34	8318.34	20744	2921.64	4986.79
2/15/2024	CDM	5673	48100004	HC ANGIO CERVICAL CAR BI ALLINCL		IP		36222	    	481	18426	11976.9	1842.6	18426	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	9213	N/A	N/A	N/A	7904.75	9120.87	N/A	N/A	N/A	8844.48	N/A	N/A	13819.5	9581.52	N/A	N/A	N/A	N/A	14740.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5674	48100004	HC ANGIO CERVICAL CAR BI ALLINCL		OP		36222	    	481	18426	11976.9	1694.65	18426	1830.22	18426	4017	2846.23	4234.5	2931.27	4108.5	18426	8597.84	18426	2846.23	8597.84	2846.23	9213	18426	2931.27	18426	7757.35	5802	12898.2	2950.36	12898.2	8844.48	1728.54	8481.47	13819.5	9581.52	2775.07	4422.24	4422.24	11608.38	14740.8	2846.23	2771.6	7388.83	18426	1694.65	2892.51
2/15/2024	CDM	5675	48100005	HC ANGIO CERVCEREB CAR BI ALLINCL		IP		36223	    	481	25008	16255.2	2500.8	25008	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	12504	N/A	N/A	N/A	10728.43	12378.96	N/A	N/A	N/A	12003.84	N/A	N/A	18756	13004.16	N/A	N/A	N/A	N/A	20006.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5676	48100005	HC ANGIO CERVCEREB CAR BI ALLINCL		OP		36223	    	481	25008	16255.2	2500.8	25008	3155.37	25008	4017	4907	4234.5	5053.61	4108.5	25008	14822.98	25008	4907	14822.98	4907	12504	25008	5053.61	25008	10528.37	5802	17505.6	5086.53	17505.6	12003.84	2980.07	14633.46	18756	13004.16	4784.32	6001.92	6001.92	15755.04	20006.4	4907	4778.34	10028.21	25008	2921.64	4986.79
2/15/2024	CDM	5677	48100006	HC ANGIO VERT NONSEL CATH BI ALINC		IP		36225	    	481	19747	12835.55	1974.7	19747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	9873.5	N/A	N/A	N/A	8471.46	9774.76	N/A	N/A	N/A	9478.56	N/A	N/A	14810.25	10268.44	N/A	N/A	N/A	N/A	15797.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5678	48100006	HC ANGIO VERT NONSEL CATH BI ALINC		OP		36225	    	481	19747	12835.55	1694.65	19747	1830.22	19747	4017	2846.23	4234.5	2931.27	4108.5	19747	8597.84	19747	2846.23	8597.84	2846.23	9873.5	19747	2931.27	19747	8313.49	5802	13822.9	2950.36	13822.9	9478.56	1728.54	8481.47	14810.25	10268.44	2775.07	4739.28	4739.28	12440.61	15797.6	2846.23	2771.6	7918.55	19747	1694.65	2892.51
2/15/2024	CDM	5679	48100007	HC ANGIO VERT SELECT CATH BI ALINC		IP		36226	    	481	20156	13101.4	2015.6	20156	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	10078	N/A	N/A	N/A	8646.92	9977.22	N/A	N/A	N/A	9674.88	N/A	N/A	15117	10481.12	N/A	N/A	N/A	N/A	16124.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5680	48100007	HC ANGIO VERT SELECT CATH BI ALINC		OP		36226	    	481	20156	13101.4	2015.6	20156	3155.37	20156	5745	4907	6054	5053.61	5832	20156	14822.98	20156	4907	14822.98	4907	10078	20156	5053.61	20156	8485.68	6735	14109.2	5086.53	14109.2	9674.88	2980.07	14633.46	15117	10481.12	4784.32	4837.44	4837.44	12698.28	16124.8	4907	4778.34	8082.56	20156	2921.64	4986.79
2/15/2024	CDM	5681	48100009	HC STENT BMS		IP		92928	    	481	35626	23156.9	3562.6	35626	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	17813	N/A	N/A	N/A	15283.55	17634.87	N/A	N/A	N/A	17100.48	N/A	N/A	26719.5	18525.52	N/A	N/A	N/A	N/A	28500.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5682	48100009	HC STENT BMS		OP		92928	    	481	35626	23156.9	3562.6	40059.8	6316.76	35626	27538.9	9816.07	29284.57	10109.57	29284.57	35626	29674.2	35626	9816.07	29674.2	9816.07	17813	35626	10109.57	35626	14998.55	16387.96	24938.2	10182.75	24938.2	17100.48	5965.83	30222.97	26719.5	18525.52	9570.67	8550.24	8550.24	22444.38	28500.8	9816.07	35626	14286.03	35626	5848.85	9983.09
2/15/2024	CDM	5683	48100010	HC STENT EA ADDL BRANCH BMS		IP		92929	    	481	17766	11547.9	1776.6	17766	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	8883	N/A	N/A	N/A	7621.61	8794.17	N/A	N/A	N/A	8527.68	N/A	N/A	13324.5	9238.32	N/A	N/A	N/A	N/A	14212.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5684	48100010	HC STENT EA ADDL BRANCH BMS		OP		92929	    	481	17766	11547.9	1776.6	17766	N/A	17766	13733.12	N/A	14603.65	N/A	14603.65	17766	N/A	17766	N/A	N/A	N/A	8883	17766	N/A	17766	7479.49	8172.36	12436.2	N/A	12436.2	8527.68	N/A	6786.61	13324.5	9238.32	N/A	4263.84	4263.84	11192.58	14212.8	N/A	17766	7124.17	17766	N/A	N/A
2/15/2024	CDM	5685	48100012	HC REVASC GRAFT BMS		IP		92937	    	481	31765	20647.25	3176.5	31765	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	15882.5	N/A	N/A	N/A	13627.18	15723.67	N/A	N/A	N/A	15247.2	N/A	N/A	23823.75	16517.8	N/A	N/A	N/A	N/A	25412	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5686	48100012	HC REVASC GRAFT BMS		OP		92937	    	481	31765	20647.25	3176.5	40059.8	6316.76	31765	24554.35	9816.07	26110.83	10109.57	26110.83	31765	29674.2	31765	9816.07	29674.2	9816.07	15882.5	31765	10109.57	31765	13373.06	14611.9	22235.5	10182.75	22235.5	15247.2	5965.83	30222.97	23823.75	16517.8	9570.67	7623.6	7623.6	20011.95	25412	9816.07	31765	12737.77	31765	5848.85	9983.09
2/15/2024	CDM	5687	48100014	HC REVASC OCCL W MI BMS OR BY ANY METHOD		IP		92941	    	481	34322	22309.3	3432.2	34322	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	17161	N/A	N/A	N/A	14724.14	16989.39	N/A	N/A	N/A	16474.56	N/A	N/A	25741.5	17847.44	N/A	N/A	N/A	N/A	27457.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5688	48100014	HC REVASC OCCL W MI BMS OR BY ANY METHOD		OP		92941	    	481	34322	22309.3	3432.2	82843.72	N/A	34322	26530.91	N/A	28212.68	N/A	28212.68	34322	61366.28	34322	N/A	61366.28	N/A	17161	34322	N/A	34322	14449.56	15788.12	24025.4	N/A	24025.4	16474.56	N/A	12047.02	25741.5	17847.44	N/A	8237.28	8237.28	21622.86	27457.6	N/A	34322	13763.12	34322	N/A	N/A
2/15/2024	CDM	5689	48100166	HC ECP PER TREATMENT		IP		G0166	    	481	988	642.2	98.8	988	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	494	N/A	N/A	N/A	423.85	489.06	N/A	N/A	N/A	474.24	N/A	N/A	741	513.76	N/A	N/A	N/A	N/A	790.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5690	48100166	HC ECP PER TREATMENT		OP		G0166	    	481	988	642.2	67.91	988	73.34	988	763.72	114.07	812.14	117.48	812.14	988	344.55	988	114.07	344.55	114.07	494	988	117.48	988	415.95	454.48	691.6	118.24	691.6	474.24	69.27	330.59	741	513.76	111.22	237.12	237.12	622.44	790.4	114.07	111.07	396.19	988	67.91	115.92
2/15/2024	CDM	5691	48100278	HC NONSEL ILIACSFEM DURING CATH		IP		G0278	    	481	6583	4278.95	658.3	6583	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	3291.5	N/A	N/A	N/A	2824.11	3258.59	N/A	N/A	N/A	3159.84	N/A	N/A	4937.25	3423.16	N/A	N/A	N/A	N/A	5266.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5692	48100278	HC NONSEL ILIACSFEM DURING CATH		OP		G0278	    	481	6583	4278.95	658.3	6583	N/A	6583	5088.66	N/A	5411.23	N/A	5411.23	6583	N/A	6583	N/A	N/A	N/A	3291.5	6583	N/A	6583	2771.44	3028.18	4608.1	N/A	4608.1	3159.84	N/A	2514.71	4937.25	3423.16	N/A	1579.92	1579.92	4147.29	5266.4	N/A	6583	2639.78	6583	N/A	N/A
2/15/2024	CDM	5693	48104080	HC INSJRPLC CAR MODULJ SYS PLS GEN TRANSVNS ELT		IP		0408T	    	481	35727	23222.55	3572.7	35727	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	17863.5	N/A	N/A	N/A	15326.88	17684.87	N/A	N/A	N/A	17148.96	N/A	N/A	26795.25	18578.04	N/A	N/A	N/A	N/A	28581.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5694	48104080	HC INSJRPLC CAR MODULJ SYS PLS GEN TRANSVNS ELT		OP		0408T	    	481	35727	23222.55	3572.7	119799.3	N/A	35727	9873	29290.09	10410	30167.82	10114.5	35727	88741.02	35727	29290.09	88741.02	29290.09	17863.5	35727	30167.82	35727	15041.07	16434.42	25008.9	30451.63	25008.9	17148.96	N/A	91324.86	26795.25	18578.04	28557.84	8574.48	8574.48	22508.01	28581.6	29290.09	35727	14326.53	35727	N/A	29854.54
2/15/2024	CDM	5695	48106441	HC TRANSCATH REMOVAL OR DEBULKING OF INTRACARDIA		IP		0644T	    	481	17013	11058.45	1701.3	17013	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	8506.5	N/A	N/A	N/A	7298.58	8421.43	N/A	N/A	N/A	8166.24	N/A	N/A	12759.75	8846.76	N/A	N/A	N/A	N/A	13610.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5696	48106441	HC TRANSCATH REMOVAL OR DEBULKING OF INTRACARDIA		OP		0644T	    	481	17013	11058.45	1701.3	20813.12	N/A	17013	9873	5103.74	10410	5256.23	10114.5	17013	15417.27	17013	5103.74	15417.27	5103.74	8506.5	17013	5256.23	17013	7162.47	7825.98	11909.1	5290.46	11909.1	8166.24	N/A	14848.84	12759.75	8846.76	4976.15	4083.12	4083.12	10718.19	13610.4	5103.74	17013	6822.21	17013	N/A	5186.73
2/15/2024	CDM	5697	48119766	HC REVAS ENDOVASC OPEN OR PERC LOWER EXT ARTERY		IP		C9766	    	481	37207	24184.55	3720.7	37207	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	18603.5	N/A	N/A	N/A	15961.8	18417.47	N/A	N/A	N/A	17859.36	N/A	N/A	27905.25	19347.64	N/A	N/A	N/A	N/A	29765.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5698	48119766	HC REVAS ENDOVASC OPEN OR PERC LOWER EXT ARTERY		OP		C9766	    	481	37207	24184.55	3720.7	63852.65	10068.49	37207	8554.5	15626.77	9016.5	16094.59	8746.5	37207	47298.68	37207	15626.77	47298.68	15626.77	18603.5	37207	16094.59	37207	15664.15	17115.22	26044.9	16230.63	26044.9	17859.36	9509.13	48906.54	27905.25	19347.64	15236.1	8929.68	8929.68	23440.41	29765.6	15626.77	37207	14920.01	37207	9322.68	15912.38
2/15/2024	CDM	5699	48133016	HC PERICARDIOCENTESIS INCLUDING IMAGE GUIDANCE W		IP		33016	    	481	9113	5923.45	911.3	9113	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4556.5	N/A	N/A	N/A	3909.48	4510.94	N/A	N/A	N/A	4374.24	N/A	N/A	6834.75	4738.76	N/A	N/A	N/A	N/A	7290.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5700	48133016	HC PERICARDIOCENTESIS INCLUDING IMAGE GUIDANCE W		OP		33016	    	481	9113	5923.45	851.47	9113	919.59	9113	4017	1430.08	4234.5	1472.8	4108.5	9113	4319.95	9113	1430.08	4319.95	1430.08	4556.5	9113	1472.8	9113	3836.57	4191.98	6379.1	1482.4	6379.1	4374.24	868.5	4236.08	6834.75	4738.76	1394.33	2187.12	2187.12	5741.19	7290.4	1430.08	1392.58	3654.31	9113	851.47	1453.33
2/15/2024	CDM	5701	48133017	HC PERQ PERICARDIOCENTESIS DRAINAGE WO CONGENIT		IP		33017	    	481	9113	5923.45	911.3	9113	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4556.5	N/A	N/A	N/A	3909.48	4510.94	N/A	N/A	N/A	4374.24	N/A	N/A	6834.75	4738.76	N/A	N/A	N/A	N/A	7290.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5702	48133017	HC PERQ PERICARDIOCENTESIS DRAINAGE WO CONGENIT		OP		33017	    	481	9113	5923.45	911.3	11611.46	N/A	9113	6582	N/A	6940	N/A	6743	9113	8601.16	9113	N/A	8601.16	N/A	4556.5	9113	N/A	9113	3836.57	4191.98	6379.1	N/A	6379.1	4374.24	N/A	3198.66	6834.75	4738.76	N/A	2187.12	2187.12	5741.19	7290.4	N/A	9113	3654.31	9113	N/A	N/A
2/15/2024	CDM	5703	48133206	HC PPM SYS INSREPL GENLEAD ATRIAL		IP		33206	    	481	12742	8282.3	1274.2	12742	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	6371	N/A	N/A	N/A	5466.32	6307.29	N/A	N/A	N/A	6116.16	N/A	N/A	9556.5	6625.84	N/A	N/A	N/A	N/A	10193.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5704	48133206	HC PPM SYS INSREPL GENLEAD ATRIAL		OP		33206	    	481	12742	8282.3	1274.2	38884	6131.35	12742	9873	9528.91	10410	9813.79	10114.5	12742	28803.22	12742	9528.91	28803.22	9528.91	6371	12742	9813.79	12742	5364.38	4391	8919.4	9883.87	8919.4	6116.16	5790.72	29407.17	9556.5	6625.84	9290.69	3058.08	3058.08	8027.46	10193.6	9528.91	12742	5109.54	12742	5677.18	9690.07
2/15/2024	CDM	5705	48133207	HC PPM SYS INSREPL GENLEAD VENTR		IP		33207	    	481	13864	9011.6	1386.4	13864	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	6932	N/A	N/A	N/A	5947.66	6862.68	N/A	N/A	N/A	6654.72	N/A	N/A	10398	7209.28	N/A	N/A	N/A	N/A	11091.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5706	48133207	HC PPM SYS INSREPL GENLEAD VENTR		OP		33207	    	481	13864	9011.6	1386.4	38884	6131.35	13864	9873	9528.91	10410	9813.79	10114.5	13864	28803.22	13864	9528.91	28803.22	9528.91	6932	13864	9813.79	13864	5836.74	4391	9704.8	9883.87	9704.8	6654.72	5790.72	29407.17	10398	7209.28	9290.69	3327.36	3327.36	8734.32	11091.2	9528.91	13864	5559.46	13864	5677.18	9690.07
2/15/2024	CDM	5707	48133208	HC PPM SYS INSREPL GENLEAD A  V		IP		33208	    	481	16044	10428.6	1604.4	16044	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	8022	N/A	N/A	N/A	6882.88	7941.78	N/A	N/A	N/A	7701.12	N/A	N/A	12033	8342.88	N/A	N/A	N/A	N/A	12835.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5708	48133208	HC PPM SYS INSREPL GENLEAD A  V		OP		33208	    	481	16044	10428.6	1604.4	38884	6131.35	16044	9873	9528.91	10410	9813.79	10114.5	16044	28803.22	16044	9528.91	28803.22	9528.91	8022	16044	9813.79	16044	6754.52	4391	11230.8	9883.87	11230.8	7701.12	5790.72	29407.17	12033	8342.88	9290.69	3850.56	3850.56	10107.72	12835.2	9528.91	16044	6433.64	16044	5677.18	9690.07
2/15/2024	CDM	5709	48133210	HC INSERTREPLACE TEMP SNGL PM		IP		33210	    	481	18951	12318.15	1895.1	18951	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	9475.5	N/A	N/A	N/A	8129.98	9380.75	N/A	N/A	N/A	9096.48	N/A	N/A	14213.25	9854.52	N/A	N/A	N/A	N/A	15160.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5710	48133210	HC INSERTREPLACE TEMP SNGL PM		OP		33210	    	481	18951	12318.15	1895.1	30936.28	4878.13	18951	7116	7586.12	7501.5	7812.77	7315.5	18951	22915.97	18951	7586.12	22915.97	7586.12	9475.5	18951	7812.77	18951	7978.37	4391	13265.7	7863.66	13265.7	9096.48	4607.13	23240.32	14213.25	9854.52	7396.47	4548.24	4548.24	11939.13	15160.8	7586.12	7387.21	7599.35	18951	4516.79	7709.47
2/15/2024	CDM	5711	48133212	HC INS PPM GEN ONLY WEXIST SING LD		IP		33212	    	481	18902	12286.3	1890.2	18902	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	9451	N/A	N/A	N/A	8108.96	9356.49	N/A	N/A	N/A	9072.96	N/A	N/A	14176.5	9829.04	N/A	N/A	N/A	N/A	15121.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	5712	48133212	HC INS PPM GEN ONLY WEXIST SING LD		OP		33212	    	481	18902	12286.3	1890.2	30936.28	4878.13	18902	5745	7586.12	6054	7812.77	5832	18902	22915.97	18902	7586.12	22915.97	7586.12	9451	18902	7812.77	18902	7957.74	4391	13231.4	7863.66	13231.4	9072.96	4607.13	23240.32	14176.5	9829.04	7396.47	4536.48	4536.48	11908.26	15121.6	7586.12	18902	7579.7	18902	4516.79	7709.47
2/15/2024	CDM	5713	48133213	HC INS PACEMAKER PULSE GEN ONLY WEXIST DUAL LEA		IP		33213	    	481	24102	15666.3	2410.2	24102	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	12051	N/A	N/A	N/A	10339.76	11930.49	N/A	N/A	N/A	11568.96	N/A	N/A	18076.5	12533.04	N/A	N/A	N/A	N/A	19281.6	N/A	N/A	N/A	N/A	N/A	N/A
