	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																						
2/15/2024	CDM	3625	40276820	HC US VELOMTRY FETAL UMBILICAL ART		OP		76820	    	402	209	135.85	20.9	384.98	63.13	209	66.2	93.81	69.79	96.62	66.2	209	351	209	93.81	351	209	96.62	209	322.67	93.63	104.5	146.3	95.69	100.32	59.62	384.98	156.75	108.68	91.46	64.79	90.62	138.68	209	95.34
2/15/2024	CDM	3626	40276830	HC US TRANSVAGINAL NON OB		IP		76830	    	402	784	509.6	78.4	784	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	421.01	351.23	493.92	N/A	N/A	376.32	N/A	N/A	588	407.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3627	40276830	HC US TRANSVAGINAL NON OB		OP		76830	    	402	784	509.6	58.45	784	63.13	784	270.28	93.81	284.94	96.62	270.28	784	351	784	93.81	351	784	96.62	784	322.67	351.23	392	548.8	95.69	376.32	59.62	384.98	588	407.68	91.46	243.04	90.62	207.24	784	95.34
2/15/2024	CDM	3628	40276856	HC US PELVIC COMPLETE		IP		76856	    	402	1491	969.15	149.1	1491	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	800.67	667.97	939.33	N/A	N/A	715.68	N/A	N/A	1118.25	775.32	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3629	40276856	HC US PELVIC COMPLETE		OP		76856	    	402	1491	969.15	58.45	1491	63.13	1491	227.65	93.81	239.99	96.62	227.65	1491	351	1491	93.81	351	1491	96.62	1491	322.67	667.97	745.5	1043.7	95.69	715.68	59.62	384.98	1118.25	775.32	91.46	462.21	90.62	207.24	1491	95.34
2/15/2024	CDM	3630	40276857	HC US PELVIC LMTD OR FU		IP		76857	    	402	826	536.9	82.6	826	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	443.56	370.05	520.38	N/A	N/A	396.48	N/A	N/A	619.5	429.52	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3631	40276857	HC US PELVIC LMTD OR FU		OP		76857	    	402	826	536.9	58.45	826	63.13	826	72.28	93.81	76.19	96.62	72.28	826	351	826	93.81	351	826	96.62	826	322.67	370.05	413	578.2	95.69	396.48	59.62	384.98	619.5	429.52	91.46	256.06	90.62	138.68	826	95.34
2/15/2024	CDM	3632	40276870	HC US SCROTUM		IP		76870	    	402	1368	889.2	136.8	1368	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	734.62	612.86	861.84	N/A	N/A	656.64	N/A	N/A	1026	711.36	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3633	40276870	HC US SCROTUM		OP		76870	    	402	1368	889.2	58.45	1368	63.13	1368	220.55	93.81	232.51	96.62	220.55	1368	351	1368	93.81	351	1368	96.62	1368	322.67	612.86	684	957.6	95.69	656.64	59.62	384.98	1026	711.36	91.46	424.08	90.62	207.24	1368	95.34
2/15/2024	CDM	3634	40276872	HC US TRANSRECTAL		IP		76872	    	402	1105	718.25	110.5	1105	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	593.38	495.04	696.15	N/A	N/A	530.4	N/A	N/A	828.75	574.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3635	40276872	HC US TRANSRECTAL		OP		76872	    	402	1105	718.25	58.45	1105	63.13	1105	318.02	93.81	335.27	96.62	318.02	1105	351	1105	93.81	351	1105	96.62	1105	322.67	495.04	552.5	773.5	95.69	530.4	59.62	384.98	828.75	574.6	91.46	342.55	90.62	207.24	1105	95.34
2/15/2024	CDM	3636	40276881	HC US COMPLETE JOINT		IP		76881	    	402	791	514.15	79.1	791	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	424.77	354.37	498.33	N/A	N/A	379.68	N/A	N/A	593.25	411.32	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3637	40276881	HC US COMPLETE JOINT		OP		76881	    	402	791	514.15	58.45	791	63.13	791	106.8	93.81	112.6	96.62	106.8	791	351	791	93.81	351	791	96.62	791	322.67	354.37	395.5	553.7	95.69	379.68	59.62	384.98	593.25	411.32	91.46	245.21	90.62	207.24	791	95.34
2/15/2024	CDM	3638	40276882	HC US LIMITED  JOINT OR NONVASC EXTREMITY STR		IP		76882	    	402	656	426.4	65.6	656	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	352.27	293.89	413.28	N/A	N/A	314.88	N/A	N/A	492	341.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3639	40276882	HC US LIMITED  JOINT OR NONVASC EXTREMITY STR		OP		76882	    	402	656	426.4	29.69	656	63.13	656	98.7	93.81	104.06	96.62	98.7	656	351	656	93.81	351	656	96.62	656	322.67	293.89	328	459.2	95.69	314.88	59.62	384.98	492	341.12	91.46	203.36	90.62	138.68	656	95.34
2/15/2024	CDM	3640	40276885	HC US INFANT HIPS DYNAMIC BILAT		IP		76885	    	402	656	426.4	65.6	656	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	352.27	293.89	413.28	N/A	N/A	314.88	N/A	N/A	492	341.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3641	40276885	HC US INFANT HIPS DYNAMIC BILAT		OP		76885	    	402	656	426.4	48.31	656	52.17	656	235.75	77.54	248.54	79.85	235.75	656	290.1	656	77.54	290.1	656	79.85	656	239.72	293.89	328	459.2	79.09	314.88	49.28	312.94	492	341.12	75.6	203.36	74.9	138.68	656	78.8
2/15/2024	CDM	3642	40276886	HC US INFANT HIPS STATIC BILAT LMTD		IP		76886	    	402	656	426.4	65.6	656	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	352.27	293.89	413.28	N/A	N/A	314.88	N/A	N/A	492	341.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3643	40276886	HC US INFANT HIPS STATIC BILAT LMTD		OP		76886	    	402	656	426.4	48.31	656	52.17	656	222.57	77.54	234.64	79.85	222.57	656	290.1	656	77.54	290.1	656	79.85	656	239.72	293.89	328	459.2	79.09	314.88	49.28	312.94	492	341.12	75.6	203.36	74.9	138.68	656	78.8
2/15/2024	CDM	3644	40276937	HC US GUIDE FOR VASCULAR ACCESS		IP		76937	    	402	1933	1256.45	193.3	1933	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	1038.02	865.98	1217.79	N/A	N/A	927.84	N/A	N/A	1449.75	1005.16	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3645	40276937	HC US GUIDE FOR VASCULAR ACCESS		OP		76937	    	402	1933	1256.45	56.36	1933	N/A	1933	73.11	N/A	77.07	N/A	73.11	1933	N/A	1933	N/A	N/A	1933	N/A	1933	1092.14	865.98	966.5	1353.1	N/A	927.84	N/A	790.6	1449.75	1005.16	N/A	599.23	1933	0	1933	N/A
2/15/2024	CDM	3646	40276942	HC GUID BXASPINJLOCALIZATION		IP		76942	    	402	1696	1102.4	169.6	1696	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	910.75	759.81	1068.48	N/A	N/A	814.08	N/A	N/A	1272	881.92	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3647	40276942	HC GUID BXASPINJLOCALIZATION		OP		76942	    	402	1696	1102.4	77.26	1696	N/A	1696	80.41	N/A	84.77	N/A	80.41	1696	N/A	1696	N/A	N/A	1696	N/A	1696	958.24	759.81	848	1187.2	N/A	814.08	N/A	693.66	1272	881.92	N/A	525.76	1696	0	1696	N/A
2/15/2024	CDM	3648	40276998	HC US GUID INTRAOPERATIVE		IP		76998	    	402	2796	1817.4	279.6	2796	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	1501.45	1252.61	1761.48	N/A	N/A	1342.08	N/A	N/A	2097	1453.92	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3649	40276998	HC US GUID INTRAOPERATIVE		OP		76998	    	402	2796	1817.4	189.65	2796	N/A	2796	199.63	N/A	210.46	N/A	199.63	2796	N/A	2796	N/A	N/A	2796	N/A	2796	1579.74	1252.61	1398	1957.2	N/A	1342.08	N/A	1143.56	2097	1453.92	N/A	866.76	2796	0	2796	N/A
2/15/2024	CDM	3650	40300001	HC MAMM SCREENING UNILATERAL W CAD		IP		77067	    	403	564	366.6	56.4	564	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	302.87	252.67	355.32	N/A	N/A	270.72	N/A	N/A	423	293.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3651	40300001	HC MAMM SCREENING UNILATERAL W CAD		OP		77067	    	403	564	366.6	46.13	564	49.82	564	369.72	81.02	389.76	83.45	369.72	564	82.67	564	81.02	82.67	564	83.45	564	279.62	252.67	154.1	394.8	82.64	270.72	47.05	89.09	423	293.28	78.99	174.84	81.38	153.37	564	82.67
2/15/2024	CDM	3652	40300002	HC TOMOSYNTHESIS SCREENING BILAT		IP		77063	    	403	65	42.25	6.5	65	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	34.91	29.12	40.95	N/A	N/A	31.2	N/A	N/A	48.75	33.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3653	40300002	HC TOMOSYNTHESIS SCREENING BILAT		OP		77063	    	403	65	42.25	6.5	70.88	12.95	65	65	21.05	65	21.68	65	65	21.48	65	21.05	21.48	65	21.68	65	70.87	29.12	32.5	45.5	21.47	31.2	12.23	28.93	48.75	33.8	20.52	20.15	21.14	N/A	65	21.48
2/15/2024	CDM	3654	40377063	HC TOMOSYNTHESIS SCREENING UNI		IP		77063	    	403	65	42.25	6.5	65	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	34.91	29.12	40.95	N/A	N/A	31.2	N/A	N/A	48.75	33.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3655	40377063	HC TOMOSYNTHESIS SCREENING UNI		OP		77063	    	403	65	42.25	6.5	70.88	12.95	65	65	21.05	65	21.68	65	65	21.48	65	21.05	21.48	65	21.68	65	70.87	29.12	32.5	45.5	21.47	31.2	12.23	28.93	48.75	33.8	20.52	20.15	21.14	N/A	65	21.48
2/15/2024	CDM	3656	40377067	HC MAMM SCREENING BILATERAL W CAD		IP		77067	    	403	564	366.6	56.4	564	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	302.87	252.67	355.32	N/A	N/A	270.72	N/A	N/A	423	293.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3657	40377067	HC MAMM SCREENING BILATERAL W CAD		OP		77067	    	403	564	366.6	46.13	564	49.82	564	369.72	81.02	389.76	83.45	369.72	564	82.67	564	81.02	82.67	564	83.45	564	279.62	252.67	154.1	394.8	82.64	270.72	47.05	89.09	423	293.28	78.99	174.84	81.38	153.37	564	82.67
2/15/2024	CDM	3658	40478608	HC PET BRAIN CEREBRAL METABOLISM DX		IP		78608	    	404	8084	5254.6	808.4	8084	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	4341.11	3621.63	5092.92	N/A	N/A	3880.32	N/A	N/A	6063	4203.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3659	40478608	HC PET BRAIN CEREBRAL METABOLISM DX		OP		78608	    	404	8084	5254.6	808.4	8084	898.29	8084	3984	1335	4200	1374.89	3984	8084	4994.53	8084	1335	4994.53	8084	1374.89	8084	4567.46	3621.63	4042	5658.8	1361.7	3880.32	848.38	5364.69	6063	4203.68	1301.63	2506.04	1289.56	2018.32	8084	1356.71
2/15/2024	CDM	3660	40478815	HC PET CT SKULLTHIGH		IP		78815	    	404	10375	6743.75	1037.5	10375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	5571.38	4648	6536.25	N/A	N/A	4980	N/A	N/A	7781.25	5395	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3661	40478815	HC PET CT SKULLTHIGH		OP		78815	    	404	10375	6743.75	831.75	10375	898.29	10375	3984	1335	4200	1374.89	3984	10375	4994.53	10375	1335	4994.53	10375	1374.89	10375	5861.87	4648	5187.5	7262.5	1361.7	4980	848.38	5364.69	7781.25	5395	1301.63	3216.25	1289.56	2018.32	10375	1356.71
2/15/2024	CDM	3662	40478816	HC PET CT WB		IP		78816	    	404	10375	6743.75	1037.5	10375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	5571.38	4648	6536.25	N/A	N/A	4980	N/A	N/A	7781.25	5395	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3663	40478816	HC PET CT WB		OP		78816	    	404	10375	6743.75	831.75	10375	898.29	10375	3984	1335	4200	1374.89	3984	10375	4994.53	10375	1335	4994.53	10375	1374.89	10375	5861.87	4648	5187.5	7262.5	1361.7	4980	848.38	5364.69	7781.25	5395	1301.63	3216.25	1289.56	2018.32	10375	1356.71
2/15/2024	CDM	3664	41031500	HC ENDOTRACHEAL INTUBATION		IP		31500	    	410	1165	757.25	116.5	1165	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	625.61	521.92	733.95	N/A	N/A	559.2	N/A	N/A	873.75	605.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3665	41031500	HC ENDOTRACHEAL INTUBATION		OP		31500	    	410	1165	757.25	116.5	1165	140.25	1165	900.55	208.44	945.98	214.66	957.63	1165	779.82	1165	208.44	779.82	1165	214.66	1165	658.22	521.92	1165	815.5	212.61	559.2	132.46	748.6	873.75	605.8	203.23	361.15	201.34	538.23	1165	211.83
2/15/2024	CDM	3666	41031502	HC TRACHEOTOMY TUBE CHANGE		IP		31502	    	410	642	417.3	64.2	642	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	344.75	287.62	404.46	N/A	N/A	308.16	N/A	N/A	481.5	333.84	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3667	41031502	HC TRACHEOTOMY TUBE CHANGE		OP		31502	    	410	642	417.3	64.2	779.82	140.25	642	496.27	208.44	521.3	214.66	527.72	642	779.82	642	208.44	779.82	642	214.66	642	362.73	287.62	642	449.4	212.61	308.16	132.46	748.6	481.5	333.84	203.23	199.02	201.34	296.6	642	211.83
2/15/2024	CDM	3668	41031720	HC NASOTRACHEAL SUCTION		IP		31720	    	410	414	269.1	41.4	414	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	222.32	185.47	260.82	N/A	N/A	198.72	N/A	N/A	310.5	215.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3669	41031720	HC NASOTRACHEAL SUCTION		OP		31720	    	410	414	269.1	41.4	689.78	122.47	414	320.02	182.01	336.17	187.45	340.31	414	680.94	414	182.01	680.94	414	187.45	414	233.91	185.47	414	289.8	185.65	198.72	115.67	689.78	310.5	215.28	177.46	128.34	175.81	191.27	414	184.97
2/15/2024	CDM	3670	41036416	HC CAPILLARY PUNCTURE		IP		36416	    	410	32	20.8	3.2	32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	17.18	14.34	20.16	N/A	N/A	15.36	N/A	N/A	24	16.64	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3671	41036416	HC CAPILLARY PUNCTURE		OP		36416	    	410	32	20.8	3.2	32	N/A	32	24.74	N/A	25.98	N/A	26.3	32	N/A	32	N/A	N/A	32	N/A	32	21.48	14.34	16	22.4	N/A	15.36	N/A	13.09	24	16.64	N/A	9.92	32	14.78	32	N/A
2/15/2024	CDM	3672	41036600	HC ARTERIAL PUNCTURE		IP		36600	    	410	195	126.75	19.5	195	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	104.72	87.36	122.85	N/A	N/A	93.6	N/A	N/A	146.25	101.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3673	41036600	HC ARTERIAL PUNCTURE		OP		36600	    	410	195	126.75	19.5	418.24	73.34	195	150.74	109.01	158.34	112.26	160.29	195	407.8	195	109.01	407.8	195	112.26	195	110.17	87.36	97.5	136.5	111.19	93.6	69.27	418.24	146.25	101.4	106.28	60.45	105.3	90.09	195	110.78
2/15/2024	CDM	3674	41036620	HC ART LINE INSERTION		IP		36620	    	410	2098	1363.7	209.8	2098	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	1126.63	939.9	1321.74	N/A	N/A	1007.04	N/A	N/A	1573.5	1090.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3675	41036620	HC ART LINE INSERTION		OP		36620	    	410	2098	1363.7	209.8	2098	N/A	2098	1621.75	N/A	1703.58	N/A	1724.56	2098	N/A	2098	N/A	N/A	2098	N/A	2098	1185.37	939.9	2098	1468.6	N/A	1007.04	N/A	858.08	1573.5	1090.96	N/A	650.38	2098	969.28	2098	N/A
2/15/2024	CDM	3676	41089220	HC SPUTUM SPECIMEN AEROSOL INDUCED TECHNIQUE		IP		89220	    	410	464	301.6	46.4	464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	249.17	207.87	292.32	N/A	N/A	222.72	N/A	N/A	348	241.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3677	41089220	HC SPUTUM SPECIMEN AEROSOL INDUCED TECHNIQUE		OP		89220	    	410	464	301.6	46.4	566.43	98.07	464	358.67	145.75	376.77	150.1	381.41	464	545.29	464	145.75	545.29	464	150.1	464	131.48	207.87	232	324.8	148.66	222.72	92.63	566.43	348	241.28	142.11	143.84	140.79	214.37	464	148.12
2/15/2024	CDM	3678	41092950	HC CPR		IP		92950	    	410	1565	1017.25	156.5	1565	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	840.41	701.12	985.95	N/A	N/A	751.2	N/A	N/A	1173.75	813.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3679	41092950	HC CPR		OP		92950	    	410	1565	1017.25	156.5	1565	180.23	1565	1209.75	267.84	1270.78	275.85	1286.43	1565	1002.07	1565	267.84	1002.07	1565	275.85	1565	884.22	701.12	782.5	1095.5	273.2	751.2	170.22	1008.78	1173.75	813.8	261.14	485.15	258.72	723.03	1565	272.2
2/15/2024	CDM	3680	41094625	HC PULM REHAB WO PULSE OX PER SESSION		IP		94625	    	410	177	115.05	17.7	177	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	95.05	79.3	111.51	N/A	N/A	84.96	N/A	N/A	132.75	92.04	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3681	41094625	HC PULM REHAB WO PULSE OX PER SESSION		OP		94625	    	410	177	115.05	17.7	207.04	35.12	177	136.82	52.2	143.72	53.76	145.49	177	195.26	177	52.2	195.26	177	53.76	177	100	79.3	88.5	123.9	53.24	84.96	33.17	207.04	132.75	92.04	50.89	54.87	50.42	81.77	177	53.05
2/15/2024	CDM	3682	41094626	HC PULM REHAB W PULSE OX PER SESSION		IP		94626	    	410	177	115.05	17.7	177	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	95.05	79.3	111.51	N/A	N/A	84.96	N/A	N/A	132.75	92.04	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3683	41094626	HC PULM REHAB W PULSE OX PER SESSION		OP		94626	    	410	177	115.05	17.7	207.04	35.12	177	136.82	52.2	143.72	53.76	145.49	177	195.26	177	52.2	195.26	177	53.76	177	100	79.3	88.5	123.9	53.24	84.96	33.17	207.04	132.75	92.04	50.89	54.87	50.42	81.77	177	53.05
2/15/2024	CDM	3684	41094640	HC INHALATION TREATMENT		IP		94640	    	410	286	185.9	28.6	286	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	153.58	128.13	180.18	N/A	N/A	137.28	N/A	N/A	214.5	148.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3685	41094640	HC INHALATION TREATMENT		OP		94640	    	410	286	185.9	28.6	689.78	122.47	286	221.08	182.01	232.23	187.45	235.09	286	680.94	286	182.01	680.94	286	187.45	286	161.59	128.13	143	200.2	185.65	137.28	115.67	689.78	214.5	148.72	177.46	88.66	175.81	132.13	286	184.97
2/15/2024	CDM	3686	41094642	HC PENTAMIDINE TREATMENT		IP		94642	    	410	870	565.5	87	870	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	467.19	389.76	548.1	N/A	N/A	417.6	N/A	N/A	652.5	452.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3687	41094642	HC PENTAMIDINE TREATMENT		OP		94642	    	410	870	565.5	87	870	122.47	870	672.51	182.01	706.44	187.45	715.14	870	680.94	870	182.01	680.94	870	187.45	870	491.55	389.76	435	609	185.65	417.6	115.67	689.78	652.5	452.4	177.46	269.7	175.81	401.94	870	184.97
2/15/2024	CDM	3688	41094644	HC CONT BRONCHO ADMIN 1ST HR		IP		94644	    	410	426	276.9	42.6	426	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	228.76	190.85	268.38	N/A	N/A	204.48	N/A	N/A	319.5	221.52	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3689	41094644	HC CONT BRONCHO ADMIN 1ST HR		OP		94644	    	410	426	276.9	42.6	426	73.34	426	329.3	109.01	345.91	112.26	350.17	426	407.8	426	109.01	407.8	426	112.26	426	240.69	190.85	213	298.2	111.19	204.48	69.27	418.24	319.5	221.52	106.28	132.06	105.3	196.81	426	110.78
2/15/2024	CDM	3690	41094645	HC CONT BRONCHO ADMIN EA ADDL HR		IP		94645	    	410	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	77.33	64.51	90.72	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3691	41094645	HC CONT BRONCHO ADMIN EA ADDL HR		OP		94645	    	410	144	93.6	14.4	144	N/A	144	111.31	N/A	116.93	N/A	118.37	144	N/A	144	N/A	N/A	144	N/A	144	81.36	64.51	72	100.8	N/A	69.12	N/A	58.9	108	74.88	N/A	44.64	144	66.53	144	N/A
2/15/2024	CDM	3692	41094660	HC CPAPBIPAPDAY		IP		94660	    	410	3816	2480.4	381.6	3816	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	2049.19	1709.57	2404.08	N/A	N/A	1831.68	N/A	N/A	2862	1984.32	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3693	41094660	HC CPAPBIPAPDAY		OP		94660	    	410	3816	2480.4	113.4	3816	122.47	3816	2949.77	182.01	3098.59	187.45	3136.75	3816	680.94	3816	182.01	680.94	3816	187.45	3816	2156.04	1709.57	1908	2671.2	185.65	1831.68	115.67	689.78	2862	1984.32	177.46	1182.96	175.81	1762.99	3816	184.97
2/15/2024	CDM	3694	41094664	HC DEMOEVAL PT USE OF INHALER		IP		94664	    	410	414	269.1	41.4	414	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	222.32	185.47	260.82	N/A	N/A	198.72	N/A	N/A	310.5	215.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3695	41094664	HC DEMOEVAL PT USE OF INHALER		OP		94664	    	410	414	269.1	41.4	689.78	122.47	414	320.02	182.01	336.17	187.45	340.31	414	680.94	414	182.01	680.94	414	187.45	414	233.91	185.47	207	289.8	185.65	198.72	115.67	689.78	310.5	215.28	177.46	128.34	175.81	191.27	414	184.97
2/15/2024	CDM	3696	41094667	HC PERCUSS VIBRATION INITIAL DEMO		IP		94667	    	410	814	529.1	81.4	814	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	437.12	364.67	512.82	N/A	N/A	390.72	N/A	N/A	610.5	423.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3697	41094667	HC PERCUSS VIBRATION INITIAL DEMO		OP		94667	    	410	814	529.1	67.91	814	73.34	814	629.22	109.01	660.97	112.26	669.11	814	407.8	814	109.01	407.8	814	112.26	814	459.91	364.67	407	569.8	111.19	390.72	69.27	418.24	610.5	423.28	106.28	252.34	105.3	376.07	814	110.78
2/15/2024	CDM	3698	41094668	HC PERCUSSION VIBRATION SUBSEQUENT		IP		94668	    	410	286	185.9	28.6	286	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	153.58	128.13	180.18	N/A	N/A	137.28	N/A	N/A	214.5	148.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3699	41094668	HC PERCUSSION VIBRATION SUBSEQUENT		OP		94668	    	410	286	185.9	28.6	418.24	73.34	286	221.08	109.01	232.23	112.26	235.09	286	407.8	286	109.01	407.8	286	112.26	286	161.59	128.13	143	200.2	111.19	137.28	69.27	418.24	214.5	148.72	106.28	88.66	105.3	132.13	286	110.78
2/15/2024	CDM	3700	41094669	HC MECHANICAL CHEST OSCILLATION		IP		94669	    	410	247	160.55	24.7	247	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	132.64	110.66	155.61	N/A	N/A	118.56	N/A	N/A	185.25	128.44	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	3701	41094669	HC MECHANICAL CHEST OSCILLATION		OP		94669	    	410	247	160.55	24.7	689.78	122.47	247	190.93	182.01	200.56	187.45	203.03	247	680.94	247	182.01	680.94	247	187.45	247	139.55	110.66	123.5	172.9	185.65	118.56	115.67	689.78	185.25	128.44	177.46	76.57	175.81	114.11	247	184.97
2/15/2024	CDM	3702	41097110	HC PR ENDURANCE RESP MUSC15MIN		IP		97110	    	410	209	135.85	20.9	209	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	112.23	93.63	131.67	N/A	N/A	100.32	N/A	N/A	156.75	108.68	N/A	N/A	N/A	N/A	N/A	N/A
