	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																									
2/15/2024	DRG	3875	MS-DRG 267	ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC	267	IP					166713.8	108363.97	1125	166713.8	N/A	1125	36065.32	36065.32	1125	N/A	42506.54	N/A	36065.32	42506.54	N/A	N/A	116199.52	97027.43	36786.63	111698.25	115032.52	36065.32	N/A	58801.53	N/A	36065.32	150042.42	1150	35848.84	71686.93	71686.93	26841.1	36065.32	2646	N/A	34262.05	36065.32	36768.04
2/15/2024	DRG	3876	MS-DRG 268	AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC	268	IP					540754.16	351490.2	1125	540754.16	N/A	1125	172675.17	172675.17	1125	N/A	59704.43	N/A	172675.17	59704.43	N/A	N/A	376905.65	314718.92	176128.68	362305.29	373120.37	172675.17	N/A	82592.28	N/A	172675.17	486678.74	1150	171761.7	232524.29	232524.29	37700.85	172675.17	2646	N/A	164041.41	172675.17	176165.85
2/15/2024	DRG	3877	MS-DRG 269	AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC	269	IP					209018.27	135861.88	1125	209018.27	N/A	1125	50327.2	50327.2	1125	N/A	36221.41	N/A	50327.2	36221.41	N/A	N/A	145685.73	121648.63	51333.74	140042.24	144222.61	50327.2	N/A	50106.97	N/A	50327.2	188116.44	1150	50037.96	89877.86	89877.86	22872.3	50327.2	2646	N/A	47810.84	50327.2	51320.98
2/15/2024	DRG	3878	MS-DRG 270	OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC	270	IP					97783.91	63559.54	1125	97783.91	N/A	1125	32792.03	32792.03	1125	N/A	44045.6	N/A	32792.03	44045.6	N/A	N/A	68155.39	56910.24	33447.87	65515.22	67470.9	32792.03	N/A	60930.59	N/A	32792.03	88005.52	1150	32592.25	42047.08	42047.08	27812.95	32792.03	2646	N/A	31152.43	32792.03	33427.95
2/15/2024	DRG	3879	MS-DRG 271	OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC	271	IP					129608.65	84245.62	1125	129608.65	N/A	1125	22681.96	22681.96	1125	N/A	30103.5	N/A	22681.96	30103.5	N/A	N/A	90337.23	75432.23	23135.6	86837.8	89429.97	22681.96	N/A	41643.75	N/A	22681.96	116647.79	1150	22533.76	55731.72	55731.72	19009.1	22681.96	2646	N/A	21547.86	22681.96	23111.55
2/15/2024	DRG	3880	MS-DRG 272	OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC	272	IP					99807.25	64874.71	1125	99807.25	N/A	1125	16260.47	16260.47	1125	N/A	21248.04	N/A	16260.47	21248.04	N/A	N/A	69565.65	58087.82	16585.68	66870.86	68867	16260.47	N/A	29393.54	N/A	16260.47	89826.52	1150	16145.03	42917.12	42917.12	13417.25	16260.47	2646	N/A	15447.45	16260.47	16559.01
2/15/2024	DRG	3881	MS-DRG 273	PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC	273	IP					117267.4	76223.81	1125	117267.4	N/A	1125	25466.07	25466.07	1125	N/A	33942.87	N/A	25466.07	33942.87	N/A	N/A	81735.38	68249.63	25975.39	78569.16	80914.51	25466.07	N/A	46954.95	N/A	25466.07	105540.66	1150	25303.67	50424.98	50424.98	21433.5	25466.07	2646	N/A	24192.77	25466.07	25952.48
2/15/2024	DRG	3882	MS-DRG 274	PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC	274	IP					73360.01	47684.01	1125	73360.01	N/A	1125	21321.49	21321.49	1125	N/A	28227.37	N/A	21321.49	28227.37	N/A	N/A	51131.93	42695.53	21747.92	49151.21	50618.41	21321.49	N/A	39048.4	N/A	21321.49	66024.01	1150	21180.24	31544.8	31544.8	17824.4	21321.49	2646	N/A	20255.42	21321.49	21723.32
2/15/2024	DRG	3883	MS-DRG 276	NON-MALIGANT BREAST DISORDERS	276	IP					70317.29	45706.24	1125	102152.21	N/A	1125	40076.3	40076.3	1125	N/A	54090.84	N/A	40076.3	54090.84	N/A	N/A	49011.15	40924.66	40877.83	47112.58	48518.93	40076.3	N/A	74826.7	N/A	40076.3	63285.56	1150	39839.36	30236.43	30236.43	34156.1	40076.3	2646	N/A	38072.49	40076.3	40860.88
2/15/2024	DRG	3884	MS-DRG 277	CELLULITIS AGE >17 W CC	277	IP					232912	151392.8	1125	232912	N/A	1125	59680.02	59680.02	1125	N/A	41654.7	N/A	59680.02	41654.7	N/A	N/A	162339.66	135554.78	60873.62	156051.04	160709.28	59680.02	N/A	57623.14	N/A	59680.02	209620.8	1150	59343.05	100152.16	100152.16	26303.2	59680.02	2646	N/A	56696.02	59680.02	60864.67
2/15/2024	DRG	3885	MS-DRG 278	CELLULITIS AGE >17 W/O CC	278	IP					14430.94	9380.11	1125	73958.89	N/A	1125	29024.53	29024.53	1125	N/A	38850.08	N/A	29024.53	38850.08	N/A	N/A	10058.37	8398.81	29605.02	9668.73	9957.35	29024.53	N/A	53743.36	N/A	29024.53	12987.85	1150	28843.97	6205.3	6205.3	14430.94	29024.53	2646	N/A	27573.3	29024.53	29583.56
2/15/2024	DRG	3886	MS-DRG 279	CELLULITIS AGE 0-17	279	IP					21133.95	13737.07	1125	53660.6	N/A	1125	21067.6	21067.6	1125	N/A	27877.23	N/A	21067.6	27877.23	N/A	N/A	14730.36	12299.96	21488.95	14159.75	14582.43	21067.6	N/A	38564.03	N/A	21067.6	19020.56	1150	20927.63	9087.6	9087.6	17603.3	21067.6	2646	N/A	20014.22	21067.6	21464.24
2/15/2024	DRG	3887	MS-DRG 280	"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC"	280	IP					36022.5	23414.63	1125	36022.5	N/A	1125	10872.9	10872.9	1125	N/A	13818.42	N/A	10872.9	13818.42	N/A	N/A	25107.68	20965.09	11090.36	24135.07	24855.52	10872.9	N/A	19115.74	N/A	10872.9	32420.25	1150	10784.95	15489.67	15489.67	8725.75	10872.9	2646	N/A	10329.26	10872.9	11061.49
2/15/2024	DRG	3888	MS-DRG 281	"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC"	281	IP					38670.76	25135.99	1125	38670.76	N/A	1125	6619.04	6619.04	1125	N/A	7952.23	N/A	6619.04	7952.23	N/A	N/A	26953.52	22506.38	6751.42	25909.41	26682.82	6619.04	N/A	11000.74	N/A	6619.04	34803.68	1150	6552.8	16628.43	16628.43	5021.5	6619.04	2646	N/A	6288.09	6619.04	6720.82
2/15/2024	DRG	3889	MS-DRG 282	"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC"	282	IP					16815.1	10929.82	1125	16815.1	N/A	1125	5388.06	5388.06	1125	N/A	6254.65	N/A	5388.06	6254.65	N/A	N/A	11720.12	9786.39	5495.82	11266.12	11602.42	5388.06	N/A	8652.39	N/A	5388.06	15133.59	1150	5328.09	7230.49	7230.49	3949.55	5388.06	2646	N/A	5118.65	5388.06	5464.71
2/15/2024	DRG	3890	MS-DRG 283	"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC"	283	IP					42013.14	27308.54	1125	42013.14	N/A	1125	13303.93	13303.93	1125	N/A	17170.89	N/A	13303.93	17170.89	N/A	N/A	29283.16	24451.65	13570.01	28148.8	28989.07	13303.93	N/A	23753.4	N/A	13303.93	37811.83	1150	13203.58	18065.65	18065.65	10842.7	13303.93	2646	N/A	12638.73	13303.93	13542.13
2/15/2024	DRG	3891	MS-DRG 284	"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC"	284	IP					27554.45	17910.39	1125	27554.45	N/A	1125	5524.47	5524.47	1125	N/A	6442.79	N/A	5524.47	6442.79	N/A	N/A	19205.45	16036.69	5634.96	18461.48	19012.57	5524.47	N/A	8912.65	N/A	5524.47	24799	1150	5463.81	11848.41	11848.41	4068.35	5524.47	2646	N/A	5248.25	5524.47	5603.91
2/15/2024	DRG	3892	MS-DRG 285	"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC"	285	IP					5503.15	3577.05	550.31	9965.59	N/A	1125	3939.16	3939.16	1125	N/A	4256.58	N/A	3939.16	4256.58	N/A	N/A	3835.7	3202.83	4017.94	3687.11	3797.17	3939.16	N/A	5888.35	N/A	3939.16	4952.84	1150	3886.58	2366.35	2366.35	2687.85	3939.16	2646	N/A	3742.2	3939.16	3986.24
2/15/2024	DRG	3893	MS-DRG 286	"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC"	286	IP					87979.51	57186.68	1125	87979.51	N/A	1125	14467.33	14467.33	1125	N/A	18775.28	N/A	14467.33	18775.28	N/A	N/A	61321.72	51204.07	14756.68	58946.27	60705.86	14467.33	N/A	25972.82	N/A	14467.33	79181.56	1150	14361.05	37831.19	37831.19	11855.8	14467.33	2646	N/A	13743.97	14467.33	14729.28
2/15/2024	DRG	3894	MS-DRG 287	"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC"	287	IP					37312.2	24252.93	1125	37312.2	N/A	1125	7683.94	7683.94	1125	N/A	9420.74	N/A	7683.94	9420.74	N/A	N/A	26006.6	21715.7	7837.62	24999.17	25745.42	7683.94	N/A	13032.2	N/A	7683.94	33580.98	1150	7612.26	16044.25	16044.25	5948.8	7683.94	2646	N/A	7299.74	7683.94	7807.45
2/15/2024	DRG	3895	MS-DRG 288	ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC	288	IP					187723.59	122020.33	1125	187723.59	N/A	1125	40721.43	40721.43	1125	N/A	22585.03	N/A	40721.43	22585.03	N/A	N/A	130843.34	109255.13	41535.86	125774.81	129529.28	40721.43	N/A	31243.06	N/A	40721.43	168951.23	1150	40481.19	80721.14	80721.14	14261.5	40721.43	2646	N/A	38685.36	40721.43	41519.17
2/15/2024	DRG	3896	MS-DRG 289	ACUTE AND SUBACUTE ENDOCARDITIS WITH CC	289	IP					66467.35	43203.78	1125	66467.35	N/A	1125	10185.71	10185.71	1125	N/A	12870.77	N/A	10185.71	12870.77	N/A	N/A	46327.74	38684	10389.43	44533.12	45862.47	10185.71	N/A	17804.81	N/A	10185.71	59820.62	1150	10101.27	28580.96	28580.96	8127.35	10185.71	2646	N/A	9676.43	10185.71	10360.28
2/15/2024	DRG	3897	MS-DRG 290	ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC	290	IP					25901.01	16835.66	1125	25901.01	N/A	1125	7706.03	7706.03	1125	N/A	9451.22	N/A	7706.03	9451.22	N/A	N/A	18053	15074.39	7860.15	17353.68	17871.7	7706.03	N/A	13074.37	N/A	7706.03	23310.91	1150	7634.24	11137.43	11137.43	5968.05	7706.03	2646	N/A	7320.73	7706.03	7829.99
2/15/2024	DRG	3898	MS-DRG 291	HEART FAILURE AND SHOCK WITH MCC	291	IP					34429.05	22378.88	1125	34429.05	N/A	1125	8961.67	8961.67	1125	N/A	11182.77	N/A	8961.67	11182.77	N/A	N/A	23997.05	20037.71	9140.9	23067.46	23756.04	8961.67	N/A	15469.71	N/A	8961.67	30986.15	1150	8883.47	14804.49	14804.49	7061.45	8961.67	2646	N/A	8513.58	8961.67	9111.25
2/15/2024	DRG	3899	MS-DRG 292	HEART FAILURE AND SHOCK WITH CC	292	IP					42397.47	27558.36	1125	42397.47	N/A	1125	6262.21	6262.21	1125	N/A	7460.12	N/A	6262.21	7460.12	N/A	N/A	29551.04	24675.33	6387.45	28406.3	29254.25	6262.21	N/A	10319.97	N/A	6262.21	38157.72	1150	6197.78	18230.91	18230.91	4710.75	6262.21	2646	N/A	5949.1	6262.21	6356.7
2/15/2024	DRG	3900	MS-DRG 293	HEART FAILURE AND SHOCK WITHOUT CC/MCC	293	IP					38586	25080.9	1125	38586	N/A	1125	4398.98	4398.98	1125	N/A	4890.66	N/A	4398.98	4890.66	N/A	N/A	26894.44	22457.05	4486.96	25852.62	26624.34	4398.98	N/A	6765.51	N/A	4398.98	34727.4	1150	4344.06	16591.98	16591.98	3088.25	4398.98	2646	N/A	4179.03	4398.98	4455.45
2/15/2024	DRG	3901	MS-DRG 294	DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC	294	IP					17979.8	11686.87	1125	19713.55	N/A	1125	7760.35	7760.35	1125	N/A	9526.13	N/A	7760.35	9526.13	N/A	N/A	12531.92	10464.24	7915.56	12046.47	12406.06	7760.35	N/A	13177.99	N/A	7760.35	16181.82	1150	7688.28	7731.31	7731.31	6015.35	7760.35	2646	N/A	7372.33	7760.35	7885.42
2/15/2024	DRG	3902	MS-DRG 295	DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC	295	IP					9867.9	6414.14	986.79	14934.62	N/A	1125	5887.01	5887.01	1125	N/A	6942.74	N/A	5887.01	6942.74	N/A	N/A	6877.93	5743.12	6004.75	6611.49	6808.85	5887.01	N/A	9604.26	N/A	5887.01	8881.11	1150	5824.5	4243.2	4243.2	4384.05	5887.01	2646	N/A	5592.66	5887.01	5973.85
2/15/2024	DRG	3903	MS-DRG 296	"CARDIAC ARREST, UNEXPLAINED WITH MCC"	296	IP					55614.63	36149.51	1125	55614.63	N/A	1125	10978.37	10978.37	1125	N/A	13963.87	N/A	10978.37	13963.87	N/A	N/A	38763.4	32367.71	11197.94	37261.8	38374.09	10978.37	N/A	19316.96	N/A	10978.37	50053.17	1150	10889.88	23914.29	23914.29	8817.6	10978.37	2646	N/A	10429.45	10978.37	11169.11
2/15/2024	DRG	3904	MS-DRG 297	"CARDIAC ARREST, UNEXPLAINED WITH CC"	297	IP					43220.87	28093.57	1125	43220.87	N/A	1125	5454.38	5454.38	1125	N/A	6346.11	N/A	5454.38	6346.11	N/A	N/A	30124.95	25154.55	5563.47	28957.98	29822.4	5454.38	N/A	8778.9	N/A	5454.38	38898.78	1150	5394.08	18584.97	18584.97	4007.3	5454.38	2646	N/A	5181.66	5454.38	5532.39
2/15/2024	DRG	3905	MS-DRG 298	"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC"	298	IP					76073.39	49447.7	1125	76073.39	N/A	1125	3629.66	3629.66	1125	N/A	3829.79	N/A	3629.66	3829.79	N/A	N/A	53023.15	44274.71	3702.25	50969.17	52490.64	3629.66	N/A	5297.95	N/A	3629.66	68466.05	1150	3578.67	32711.56	32711.56	2418.35	3629.66	2646	N/A	3448.18	3629.66	3670.43
2/15/2024	DRG	3906	MS-DRG 299	PERIPHERAL VASCULAR DISORDERS WITH MCC	299	IP					33825.06	21986.29	1125	33825.06	N/A	1125	10807.83	10807.83	1125	N/A	13728.7	N/A	10807.83	13728.7	N/A	N/A	23576.07	19686.18	11023.98	22662.79	23339.29	10807.83	N/A	18991.63	N/A	10807.83	30442.55	1150	10720.21	14544.78	14544.78	8669.1	10807.83	2646	N/A	10267.44	10807.83	10995.09
2/15/2024	DRG	3907	MS-DRG 300	PERIPHERAL VASCULAR DISORDERS WITH CC	300	IP					27068.61	17594.6	1125	27068.61	N/A	1125	7591.72	7591.72	1125	N/A	9293.57	N/A	7591.72	9293.57	N/A	N/A	18866.82	15753.93	7743.56	18135.97	18677.34	7591.72	N/A	12856.28	N/A	7591.72	24361.75	1150	7520.52	11639.5	11639.5	5868.5	7591.72	2646	N/A	7212.14	7591.72	7713.35
2/15/2024	DRG	3908	MS-DRG 301	PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC	301	IP					7547.9	4906.14	754.79	13528.05	N/A	1125	5335.64	5335.64	1125	N/A	6182.36	N/A	5335.64	6182.36	N/A	N/A	5260.89	4392.88	5442.35	5057.09	5208.05	5335.64	N/A	8552.38	N/A	5335.64	6793.11	1150	5275.94	3245.6	3245.6	3903.9	5335.64	2646	N/A	5068.85	5335.64	5411.22
2/15/2024	DRG	3909	MS-DRG 302	ATHEROSCLEROSIS WITH MCC	302	IP					20997.25	13648.21	1125	20997.25	N/A	1125	7933.42	7933.42	1125	N/A	9764.78	N/A	7933.42	9764.78	N/A	N/A	14635.08	12220.4	8092.09	14068.16	14488.1	7933.42	N/A	13508.13	N/A	7933.42	18897.53	1150	7860.47	9028.82	9028.82	6166.05	7933.42	2646	N/A	7536.75	7933.42	8062.02
2/15/2024	DRG	3910	MS-DRG 303	ATHEROSCLEROSIS WITHOUT MCC	303	IP					84215.49	54740.07	1125	84215.49	N/A	1125	5009.09	5009.09	1125	N/A	5732.05	N/A	5009.09	5732.05	N/A	N/A	58698.2	49013.42	5109.27	56424.38	58108.69	5009.09	N/A	7929.45	N/A	5009.09	75793.94	1150	4951.06	36212.66	36212.66	3619.55	5009.09	2646	N/A	4758.64	5009.09	5078.01
2/15/2024	DRG	3911	MS-DRG 304	HYPERTENSION WITH MCC	304	IP					22917.54	14896.4	1125	22917.54	N/A	1125	8109.63	8109.63	1125	N/A	10007.79	N/A	8109.63	10007.79	N/A	N/A	15973.53	13338.01	8271.83	15354.75	15813.1	8109.63	N/A	13844.3	N/A	8109.63	20625.79	1150	8035.78	9854.54	9854.54	6319.5	8109.63	2646	N/A	7704.15	8109.63	8241.83
2/15/2024	DRG	3912	MS-DRG 305	HYPERTENSION WITHOUT MCC	305	IP					23822.82	15484.83	1125	23822.82	N/A	1125	5611.65	5611.65	1125	N/A	6562.98	N/A	5611.65	6562.98	N/A	N/A	16604.51	13864.88	5723.89	15961.29	16437.75	5611.65	N/A	9078.92	N/A	5611.65	21440.54	1150	5550.55	10243.81	10243.81	4144.25	5611.65	2646	N/A	5331.07	5611.65	5692.87
2/15/2024	DRG	3913	MS-DRG 306	CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC	306	IP					28684.87	18645.17	1125	28684.87	N/A	1125	10558.99	10558.99	1125	N/A	13385.53	N/A	10558.99	13385.53	N/A	N/A	19993.35	16694.59	10770.17	19218.86	19792.56	10558.99	N/A	18516.9	N/A	10558.99	25816.38	1150	10472.64	12334.49	12334.49	8452.4	10558.99	2646	N/A	10031.04	10558.99	10741.17
2/15/2024	DRG	3914	MS-DRG 307	CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC	307	IP					27261.84	17720.2	1125	27261.84	N/A	1125	6806.01	6806.01	1125	N/A	8210.05	N/A	6806.01	8210.05	N/A	N/A	19001.5	15866.39	6942.13	18265.43	18810.67	6806.01	N/A	11357.39	N/A	6806.01	24535.66	1150	6738.81	11722.59	11722.59	5184.3	6806.01	2646	N/A	6465.71	6806.01	6911.6
2/15/2024	DRG	3915	MS-DRG 308	CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC	308	IP					9909.75	6441.34	990.98	21461.72	N/A	1125	8445.64	8445.64	1125	N/A	10471.16	N/A	8445.64	10471.16	N/A	N/A	6907.1	5767.47	8614.55	6639.53	6837.73	8445.64	N/A	14485.31	N/A	8445.64	8918.77	1150	8370.07	4261.19	4261.19	6612.1	8445.64	2646	N/A	8023.35	8445.64	8584.69
2/15/2024	DRG	3916	MS-DRG 309	CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC	309	IP					16576.65	10774.82	1125	16576.65	N/A	1125	5556.06	5556.06	1125	N/A	6486.34	N/A	5556.06	6486.34	N/A	N/A	11553.93	9647.61	5667.18	11106.36	11437.89	5556.06	N/A	8972.89	N/A	5556.06	14918.99	1150	5495.24	7127.96	7127.96	4095.85	5556.06	2646	N/A	5278.25	5556.06	5636.14
2/15/2024	DRG	3917	MS-DRG 310	CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC	310	IP					4792.95	3115.42	479.3	11001.62	N/A	1125	4345.28	4345.28	1125	N/A	4816.63	N/A	4345.28	4816.63	N/A	N/A	3340.69	2789.5	4432.18	3211.28	3307.14	4345.28	N/A	6663.1	N/A	4345.28	4313.66	1150	4290.63	2060.97	2060.97	3041.5	4345.28	2646	N/A	4128.01	4345.28	4400.65
2/15/2024	DRG	3918	MS-DRG 311	ANGINA PECTORIS	311	IP					23256.37	15116.64	1125	23256.37	N/A	1125	5261.73	5261.73	1125	N/A	6080.45	N/A	5261.73	6080.45	N/A	N/A	16209.69	13535.21	5366.97	15581.77	16046.9	5261.73	N/A	8411.41	N/A	5261.73	20930.73	1150	5202.41	10000.24	10000.24	3839.55	5261.73	2646	N/A	4998.65	5261.73	5335.81
2/15/2024	DRG	3919	MS-DRG 312	SYNCOPE AND COLLAPSE	312	IP					18194.95	11826.72	1125	18194.95	N/A	1125	6306.4	6306.4	1125	N/A	7521.09	N/A	6306.4	7521.09	N/A	N/A	12681.88	10589.46	6432.53	12190.62	12554.52	6306.4	N/A	10404.31	N/A	6306.4	16375.45	1150	6241.76	7823.83	7823.83	4749.25	6306.4	2646	N/A	5991.08	6306.4	6401.8
2/15/2024	DRG	3920	MS-DRG 313	CHEST PAIN	313	IP					12530.81	8145.03	1125	13750.38	N/A	1125	5422.79	5422.79	1125	N/A	6302.56	N/A	5422.79	6302.56	N/A	N/A	8733.97	7292.93	5531.24	8395.64	8646.26	5422.79	N/A	8718.66	N/A	5422.79	11277.73	1150	5362.65	5388.25	5388.25	3979.8	5422.79	2646	N/A	5151.65	5422.79	5500.15
2/15/2024	DRG	3921	MS-DRG 314	OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC	314	IP					195514.55	127084.46	1125	195514.55	N/A	1125	42886.71	42886.71	1125	N/A	18234.39	N/A	42886.71	18234.39	N/A	N/A	136273.64	113789.47	43744.44	130994.75	134905.04	42886.71	N/A	25224.58	N/A	42886.71	175963.1	1150	42635.42	84071.26	84071.26	11514.25	42886.71	2646	N/A	40742.37	42886.71	43728.64
2/15/2024	DRG	3922	MS-DRG 315	OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC	315	IP					9036.4	5873.66	903.64	17676.97	N/A	1125	6962.01	6962.01	1125	N/A	8425.18	N/A	6962.01	8425.18	N/A	N/A	6298.37	5259.18	7101.25	6054.39	6235.12	6962.01	N/A	11655	N/A	6962.01	8132.76	1150	6894.02	3885.65	3885.65	5320.15	6962.01	2646	N/A	6613.91	6962.01	7070.79
2/15/2024	DRG	3923	MS-DRG 316	OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC	316	IP					25627.04	16657.58	1125	25627.04	N/A	1125	5227.62	5227.62	1125	N/A	6033.42	N/A	5227.62	6033.42	N/A	N/A	17862.05	14914.94	5332.17	17170.12	17682.66	5227.62	N/A	8346.34	N/A	5227.62	23064.34	1150	5168.47	11019.63	11019.63	3809.85	5227.62	2646	N/A	4966.24	5227.62	5301
2/15/2024	DRG	3924	MS-DRG 319	OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC	319	IP					124093.3	80660.65	1125	124093.3	N/A	1125	28402.4	28402.4	1125	N/A	37992.15	N/A	28402.4	37992.15	N/A	N/A	86493.03	72222.3	28970.44	83142.51	85624.38	28402.4	N/A	52556.53	N/A	28402.4	111683.97	1150	28225.01	53360.12	53360.12	23990.45	28402.4	2646	N/A	26982.28	28402.4	28948.73
2/15/2024	DRG	3925	MS-DRG 320	OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC	320	IP					74171.41	48211.42	1125	74171.41	N/A	1125	14912	14912	1125	N/A	19388.46	N/A	14912	19388.46	N/A	N/A	51697.47	43167.76	15210.24	49694.84	51178.27	14912	N/A	26821.07	N/A	14912	66754.27	1150	14803.44	31893.71	31893.71	12243	14912	2646	N/A	14166.4	14912	15183.02
2/15/2024	DRG	3926	MS-DRG 321	KIDNEY & URINARY TRACT INFECTIONS AGE >17 W/O CC	321	IP					39010.92	25357.1	1125	48409.59	N/A	1125	19009.2	19009.2	1125	N/A	25038.64	N/A	19009.2	25038.64	N/A	N/A	27190.61	22704.36	19389.39	26137.32	26917.53	19009.2	N/A	34637.26	N/A	19009.2	35109.83	1150	18879.74	16774.7	16774.7	15810.85	19009.2	2646	N/A	18058.74	19009.2	19363.84
2/15/2024	DRG	3927	MS-DRG 322	KIDNEY & URINARY TRACT INFECTIONS AGE 0-17	322	IP					17584.43	11429.88	1125	31470.72	N/A	1125	12369.16	12369.16	1125	N/A	15881.81	N/A	12369.16	15881.81	N/A	N/A	12256.35	10234.14	12616.55	11781.57	12133.26	12369.16	N/A	21970.15	N/A	12369.16	15825.99	1150	12273.58	7561.3	7561.3	10028.7	12369.16	2646	N/A	11750.71	12369.16	12588.29
2/15/2024	DRG	3928	MS-DRG 323	"URINARY STONES W CC, &/OR ESW LITHOTRIPSY"	323	IP					53161.41	34554.92	1125	68796.51	N/A	1125	27000.87	27000.87	1125	N/A	36059.4	N/A	27000.87	36059.4	N/A	N/A	37053.5	30939.94	27540.89	35618.14	36681.37	27000.87	N/A	49882.86	N/A	27000.87	47845.27	1150	26830.63	22859.41	22859.41	22770	27000.87	2646	N/A	25650.82	27000.87	27518.6
2/15/2024	DRG	3929	MS-DRG 324	URINARY STONES W/O CC	324	IP					21060.87	13689.57	1125	49922.5	N/A	1125	19602.26	19602.26	1125	N/A	25856.51	N/A	19602.26	25856.51	N/A	N/A	14679.43	12257.43	19994.31	14110.78	14532	19602.26	N/A	35768.66	N/A	19602.26	18954.78	1150	19469.77	9056.17	9056.17	16327.3	19602.26	2646	N/A	18622.15	19602.26	19969
2/15/2024	DRG	3930	MS-DRG 326	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC"	326	IP					381082.36	247703.53	1125	381082.36	N/A	1125	113184.98	113184.98	1125	N/A	44238.09	N/A	113184.98	44238.09	N/A	N/A	265614.4	221789.93	115448.68	255325.18	262946.83	113184.98	N/A	61196.87	N/A	113184.98	342974.12	1150	112575.03	163865.41	163865.41	27934.5	113184.98	2646	N/A	107525.73	113184.98	115461.57
2/15/2024	DRG	3931	MS-DRG 327	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC"	327	IP					215405.31	140013.45	1125	215405.31	N/A	1125	50527.43	50527.43	1125	N/A	21752.35	N/A	50527.43	21752.35	N/A	N/A	150137.5	125365.89	51537.98	144321.56	148629.66	50527.43	N/A	30091.17	N/A	50527.43	193864.78	1150	50237.17	92624.28	92624.28	13735.7	50527.43	2646	N/A	48001.06	50527.43	51525.3
2/15/2024	DRG	3932	MS-DRG 328	"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC"	328	IP					31579.22	20526.49	1125	31579.22	N/A	1125	10941.1	10941.1	1125	N/A	13912.48	N/A	10941.1	13912.48	N/A	N/A	22010.72	18379.11	11159.92	21158.08	21789.66	10941.1	N/A	19245.87	N/A	10941.1	28421.3	1150	10852.8	13579.06	13579.06	8785.15	10941.1	2646	N/A	10394.04	10941.1	11131.08
2/15/2024	DRG	3933	MS-DRG 329	MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC	329	IP					162067.99	105344.19	1125	162067.99	N/A	1125	33942.16	33942.16	1125	N/A	39341.33	N/A	33942.16	39341.33	N/A	N/A	112961.39	94323.57	34621	108585.55	111826.91	33942.16	N/A	54422.92	N/A	33942.16	145861.19	1150	33736.51	69689.24	69689.24	24842.4	33942.16	2646	N/A	32245.05	33942.16	34601.55
